,id,centroid,행정동,coordinates,인구수,장애등록인원,고령인구수,복지시설밀도,건물3유형,건물2유형,전동휠체어충전소,전동휠체어충전소_bin,Predictions,XGBoost Predictions,SVM Predictions,KNN Predictions,Random Forest Predictions,Decision Tree Predictions,AdaBoost Predictions,LightGBM Predictions,Gradient Boosting Predictions,scaled_Predictions,위도,경도
794,1051,POINT (128.1560632836232 35.16073334296664),금곡면,"[[128.15330038445077, 35.158494033224464], [128.15333643403966, 35.16300234033681], [128.1588263345656, 35.162972608778524], [128.15878998210988, 35.158464306605254], [128.15330038445077, 35.158494033224464]]",12.0,4.13253012,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.16073334296664,128.1560632836232
795,1052,POINT (128.1015307430096 35.21060986367291),장재동,"[[128.09876761141612, 35.208369330195424], [128.09880071299935, 35.21287764713897], [128.1042940267229, 35.212850353347186], [128.1042606215152, 35.20834204093491], [128.09876761141612, 35.208369330195424]]",35.0,10.35897436,15.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.21060986367291,128.1015307430096
796,1053,POINT (128.1666383854309 35.11108194042578),금곡면,"[[128.1638768999309, 35.1088428381433], [128.16391346582427, 35.11335117266768], [128.16940002233653, 35.11332099881555], [128.16936315431872, 35.10881266930692], [128.1638768999309, 35.1088428381433]]",9.0,1.632183908,0.0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1.0,35.11108194042578,128.1666383854309
797,1054,POINT (128.2824116020783 35.16900014025832),일반성면,"[[128.2796450091034, 35.16676376208535], [128.27968804325945, 35.17127193833065], [128.28517834693258, 35.171236474014115], [128.28513500981995, 35.16672830365946], [128.2796450091034, 35.16676376208535]]",364.0,3.188679245,121.0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0.0,35.16900014025832,128.2824116020783
798,1055,POINT (128.2441446381872 35.18727510142004),진성면,"[[128.24137844845112, 35.18503785044285], [128.2414193982088, 35.189546053150906], [128.24691097992442, 35.18951230809507], [128.24686972692655, 35.18500411099082], [128.24137844845112, 35.18503785044285]]",100.0,1.607594937,45.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.18727510142004,128.2441446381872
799,1056,POINT (127.9201831075349 35.19784944941955),수곡면,"[[127.917425345665, 35.19560473094336], [127.91744841144845, 35.200113184338136], [127.92294102135382, 35.20009412479371], [127.92291765210246, 35.195585674563766], [127.917425345665, 35.19560473094336]]",6.0,0.932773109,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.19784944941955,127.9201831075349
800,1057,POINT (127.9421773323202 35.20227966188126),수곡면,"[[127.93941881966, 35.20003545141543], [127.93944310470049, 35.20454388852467], [127.94493599697192, 35.20452382915553], [127.94491140840078, 35.200015395376944], [127.93941881966, 35.20003545141543]]",0.0,0.932773109,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.20227966188126,127.9421773323202
801,1058,POINT (128.1119087768835 35.12940473325703),정촌면,"[[128.10914814349263, 35.12716438159463], [128.10918171785514, 35.1316727504549], [128.11466956179402, 35.13164504120353], [128.1146356850214, 35.12713667694829], [128.10914814349263, 35.12716438159463]]",46.0,4.276923077,21.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.12940473325703,128.1119087768835
802,1060,POINT (128.1515456921031 35.28248606836541),대곡면,"[[128.14877873187274, 35.2802467437758], [128.14881469355595, 35.284754964097765], [128.1543128050096, 35.28472534885188], [128.15427653863676, 35.28021713344206], [128.14877873187274, 35.2802467437758]]",19.0,2.068181818,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.28248606836541,128.1515456921031
803,1061,POINT (128.0955441530959 35.14301186139343),정촌면,"[[128.09278349757957, 35.14077114206006], [128.09281618647165, 35.14527951432627], [128.09830496022644, 35.14525253705118], [128.09827196871785, 35.14074416926757], [128.09278349757957, 35.14077114206006]]",57.0,4.276923077,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.14301186139343,128.0955441530959
804,1062,POINT (128.2555450219716 35.23228883487501),지수면,"[[128.2527769741383, 35.230051883925576], [128.25281862275287, 35.23456004132202], [128.25831322214563, 35.23452574140914], [128.25827126962093, 35.23001758970536], [128.2527769741383, 35.230051883925576]]",41.0,1.37254902,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.23228883487501,128.2555450219716
805,1064,POINT (128.0959387610315 35.19711205776742),옥봉동,"[[128.09317624378286, 35.1948713856372], [128.09320901989815, 35.19937971724067], [128.09870143029693, 35.19935268613644], [128.09866835075778, 35.19484435902142], [128.09317624378286, 35.1948713856372]]",972.0,54.75,381.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,35.19711205776742,128.0959387610315
806,1065,POINT (128.0690439014793 35.27839386281468),집현면,"[[128.0662793259887, 35.2761526260911], [128.06631071015397, 35.280660918513085], [128.0718086295827, 35.280635055751574], [128.0717769407705, 35.276126767619616], [128.0662793259887, 35.2761526260911]]",13.0,2.517241379,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.27839386281468,128.0690439014793
807,1066,POINT (128.1131957708031 35.30072021428596),미천면,"[[128.110429225058, 35.29848001461585], [128.11046308392574, 35.302988254581585], [128.11596246934587, 35.30296036996862], [128.11592830550572, 35.29845213462694], [128.110429225058, 35.29848001461585]]",41.0,1.901639344,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.30072021428596,128.1131957708031
808,1067,POINT (128.1671532226723 35.17419825610432),금곡면,"[[128.164389562083, 35.17195921266893], [128.16442624183063, 35.17646749967638], [128.169917035136, 35.17643725554683], [128.16988005232332, 35.17192897356273], [128.164389562083, 35.17195921266893]]",86.0,4.13253012,33.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,35.17419825610432,128.1671532226723
809,1068,POINT (128.2552109142553 35.19622348942166),사봉면,"[[128.25244411794347, 35.19398650211318], [128.25248569263894, 35.198494686761315], [128.25797786263888, 35.198460432372464], [128.25793598457258, 35.19395225341205], [128.25244411794347, 35.19398650211318]]",25.0,1.913793103,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.19622348942166,128.2552109142553
810,1071,POINT (128.0573388413473 35.17475331621613),평거동,"[[128.05457813650168, 35.172511738237354], [128.05460875459124, 35.17702011703162], [128.06009969802767, 35.176994850613404], [128.06006877683996, 35.172486476015784], [128.05457813650168, 35.172511738237354]]",2107.0,58.3,312.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.17475331621613,128.0573388413473
811,1072,POINT (128.2106076475085 35.11984919931718),금곡면,"[[128.20784467639947, 35.11761111949456], [128.2078836765539, 35.12211940594275], [128.213370770105, 35.122087235068584], [128.21333146770684, 35.117578953967445], [128.20784467639947, 35.11761111949456]]",0.0,1.632183908,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.11984919931718,128.2106076475085
812,1074,POINT (128.3537827455839 35.16851812064406),이반성면,"[[128.3510142486674, 35.16628339941254], [128.35106122108934, 35.170791495856605], [128.35655139440206, 35.170752797191554], [128.3565041190523, 35.16624470717529], [128.3510142486674, 35.16628339941254]]",0.0,1.630952381,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.16851812064406,128.3537827455839
813,1075,POINT (128.1627620814475 35.30947552965593),대곡면,"[[128.15999388557225, 35.307236485018144], [128.16003050538927, 35.31174467507366], [128.16553043020505, 35.31171453010624], [128.16549350529579, 35.30720634504903], [128.15999388557225, 35.307236485018144]]",18.0,2.068181818,15.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,35.30947552965593,128.1627620814475
814,1076,POINT (128.1885081072231 35.10194263881554),금곡면,"[[128.185746344497, 35.09970403466632], [128.18578410210446, 35.104212355669496], [128.19127002129542, 35.104181199004294], [128.19123196170497, 35.0996728831808], [128.185746344497, 35.09970403466632]]",0.0,1.632183908,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.10194263881554,128.1885081072231
815,1078,POINT (128.1176689316161 35.16544368910052),호탄동,"[[128.11490690995615, 35.163203496090404], [128.11494084696406, 35.167711833229106], [128.12043110506582, 35.1676838383171], [128.1203968651118, 35.16317550582875], [128.11490690995615, 35.163203496090404]]",985.0,24.4516129,123.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.16544368910052,128.1176689316161
816,1079,POINT (128.1894584576839 35.21464953785424),금산면,"[[128.1866928045773, 35.212411040914795], [128.18673077237676, 35.21691927699419], [128.19222426297475, 35.21688799065401], [128.19218599151142, 35.212379759768375], [128.1866928045773, 35.212411040914795]]",0.0,6.915492958,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.21464953785424,128.1894584576839
817,1083,POINT (127.9256990867069 35.20233871384725),수곡면,"[[127.92294102135382, 35.20009412479371], [127.92296439579528, 35.20460257164672], [127.92845730404476, 35.20458325977105], [127.92843362606914, 35.20007481612459], [127.92294102135382, 35.20009412479371]]",28.0,0.932773109,19.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.20233871384725,127.9256990867069
818,1084,POINT (128.0469618544064 35.26497037008789),명석면,"[[128.0441983413484, 35.26272861407811], [128.04422848682205, 35.267236933411866], [128.049725519968, 35.2672120824149], [128.0496950700442, 35.26270376720405], [128.0441983413484, 35.26272861407811]]",9.0,1.79245283,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.26497037008789,128.0469618544064
819,1085,POINT (128.0903160590354 35.17910559965413),강남동,"[[128.08755431085612, 35.17686478510637], [128.0875867547152, 35.181373134712324], [128.09307795909518, 35.181346370489806], [128.09304521207994, 35.17683802532898], [128.08755431085612, 35.17686478510637]]",2158.0,48.47058824,552.0,2,1,13,2,1,0,0,0,0,0,0,0,0,0,0.0,35.17910559965413,128.0903160590354
820,1086,POINT (128.1172604143794 35.11134342723017),금곡면,"[[128.11450025313385, 35.10910318604239], [128.1145340998286, 35.11361156385124], [128.12002072701284, 35.11358362471006], [128.1199865781781, 35.10907525154551], [128.11450025313385, 35.10910318604239]]",11.0,0.932773109,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.11134342723017,128.1172604143794
821,1090,POINT (128.2989261145773 35.17340079036014),일반성면,"[[128.29615892533914, 35.17116479896817], [128.29620287811727, 35.17567295400795], [128.3016934557336, 35.17563673726613], [128.30164919993805, 35.17112858824161], [128.29615892533914, 35.17116479896817]]",0.0,3.188679245,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.17340079036014,128.2989261145773
822,1091,POINT (128.2217804040689 35.14232568873713),금곡면,"[[128.21901636146274, 35.140087884687524], [128.21905601009985, 35.14459614340424], [128.2245445983336, 35.1445634486386], [128.22450464712082, 35.14005519535441], [128.21901636146274, 35.140087884687524]]",46.0,4.13253012,29.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.14232568873713,128.2217804040689
823,1092,POINT (128.266661165722 35.24574415591822),지수면,"[[128.2638923532415, 35.24350747381902], [128.26393463783256, 35.24801560956238], [128.26943013064763, 35.247980793539355], [128.2693875419481, 35.24347266357332], [128.2638923532415, 35.24350747381902]]",0.0,1.37254902,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.24574415591822,128.266661165722
824,1093,POINT (127.9258167830784 35.22488089789416),수곡면,"[[127.92305794548454, 35.22263632528569], [127.92308134589346, 35.22714475525122], [127.9285757728253, 35.22712542733754], [127.92855206854497, 35.222617000580314], [127.92305794548454, 35.22263632528569]]",32.0,0.932773109,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.22488089789416,127.9258167830784
825,1095,POINT (128.2769643325453 35.17354365470653),일반성면,"[[128.27419773002944, 35.171307153841], [128.2742404707164, 35.17581533252853], [128.2797310869724, 35.175780111168216], [128.27968804325945, 35.17127193833065], [128.27419773002944, 35.171307153841]]",262.0,3.188679245,113.0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0.0,35.17354365470653,128.2769643325453
826,1096,POINT (128.1240557977634 35.28263100915991),미천면,"[[128.12128957963805, 35.28039104796719], [128.12132401784692, 35.28489929222829], [128.12682216855526, 35.28487092635256], [128.1267874256481, 35.28036268679639], [128.12128957963805, 35.28039104796719]]",8.0,1.901639344,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.28263100915991,128.1240557977634
827,1097,POINT (127.8983233136348 35.22046596695024),수곡면,"[[127.89556537741814, 35.218220760061676], [127.89558725359485, 35.222729208823985], [127.90108140195957, 35.222711130783956], [127.90105922197336, 35.21820268502263], [127.89556537741814, 35.218220760061676]]",35.0,0.932773109,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.22046596695024,127.8983233136348
828,1098,POINT (128.0407768840811 35.16130280669242),평거동,"[[128.03801708818037, 35.159060838053534], [128.0380467771815, 35.16356923934126], [128.04353683170964, 35.16354473183288], [128.04350683980775, 35.15903633461647], [128.03801708818037, 35.159060838053534]]",20.0,15.02857143,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.16130280669242,128.0407768840811
829,1099,POINT (128.1727553004859 35.18769271314146),금산면,"[[128.16999102540274, 35.18545380932661], [128.17002803286042, 35.1899620811219], [128.1755197275461, 35.18993157292138], [128.17548241682323, 35.185423306192426], [128.16999102540274, 35.18545380932661]]",13.0,6.915492958,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.18769271314146,128.1727553004859
830,1100,POINT (128.2498846569694 35.21429033910044),지수면,"[[128.24711738237446, 35.21205324254082], [128.24715869037075, 35.21656141921351], [128.25265208376865, 35.21652739129414], [128.25261047212996, 35.212019220270285], [128.24711738237446, 35.21205324254082]]",13.0,1.37254902,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.21429033910044,128.2498846569694
831,1103,POINT (128.0409261692008 35.18384476066861),판문동,"[[128.0381655991362, 35.181602810653644], [128.03819532111973, 35.18611119502116], [128.04368689116095, 35.186086667149624], [128.0436568659402, 35.18157828685562], [128.0381655991362, 35.181602810653644]]",15.0,15.02857143,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.18384476066861,128.0409261692008
832,1104,POINT (128.1625783216597 35.28693454934884),대곡면,"[[128.15981090840938, 35.284695483735455], [128.15984748759163, 35.28920369079203], [128.16534588762354, 35.28917357081068], [128.16530900368758, 35.28466536874969], [128.15981090840938, 35.284695483735455]]",50.0,2.068181818,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.28693454934884,128.1625783216597
833,1105,POINT (128.0968304828704 35.31883571428884),미천면,"[[128.09406375854545, 35.31659514854457], [128.09409673176032, 35.321103388555734], [128.099597360122, 35.321076236078916], [128.0995640816588, 35.3165680005694], [128.09406375854545, 35.31659514854457]]",24.0,1.901639344,17.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.31883571428884,128.0968304828704
834,1106,POINT (128.2658988306031 35.16459721234148),일반성면,"[[128.26313283397354, 35.16236044769343], [128.26317494989422, 35.16686864476833], [128.2686649790733, 35.16683393264118], [128.26862256025703, 35.16232574133234], [128.26313283397354, 35.16236044769343]]",35.0,3.188679245,20.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.16459721234148,128.2658988306031
835,1107,POINT (128.1450481781308 35.15628398754035),금곡면,"[[128.14228572920678, 35.154044420066896], [128.14232116518704, 35.15855274032606], [128.1478107787874, 35.158523511131776], [128.1477750400041, 35.15401519572852], [128.14228572920678, 35.154044420066896]]",8.0,4.13253012,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.15628398754035,128.1450481781308
836,1108,POINT (128.1292748780274 35.24653651454187),집현면,"[[128.12650975994842, 35.24429664809742], [128.126544441192, 35.24880491481838], [128.13204014850507, 35.24877633702293], [128.1320051631056, 35.24426807504422], [128.12650975994842, 35.24429664809742]]",68.0,2.517241379,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.24653651454187,128.1292748780274
837,1109,POINT (128.1181127221216 35.22405175514494),집현면,"[[128.1153486794121, 35.22181161438396], [128.1153827145294, 35.22631990743188], [128.12087691705761, 35.226291852019514], [128.12084257811853, 35.2217835636285], [128.1153486794121, 35.22181161438396]]",121.0,2.517241379,56.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.22405175514494,128.1181127221216
838,1111,POINT (128.2663219739154 35.20967898396937),사봉면,"[[128.2635544143133, 35.20744226516532], [128.26359662385696, 35.211950428175015], [128.26908968569364, 35.21191565835303], [128.26904717258117, 35.20740750111562], [128.2635544143133, 35.20744226516532]]",6.0,1.913793103,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.20967898396937,128.2663219739154
839,1112,POINT (128.0738745578621 35.18369312439336),신안동,"[[128.0711130986129, 35.18145193378408], [128.0711446399974, 35.18596029309031], [128.07663616901945, 35.18593427134515], [128.07660432440676, 35.181425916360524], [128.0711130986129, 35.18145193378408]]",3435.0,59.2,1102.0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0.0,35.18369312439336,128.0738745578621
840,1113,POINT (128.1507890630087 35.18781274398701),금산면,"[[128.1480253782257, 35.18557333228849], [128.14806117260486, 35.19008162393567], [128.15355289976102, 35.19005211173286], [128.15351680210955, 35.18554382498663], [128.1480253782257, 35.18557333228849]]",7.0,6.915492958,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.18781274398701,128.1507890630087
841,1114,POINT (128.0909039510418 35.26025530345933),집현면,"[[128.0881394040277, 35.25801455940676], [128.08817197782568, 35.262522847989196], [128.093668650542, 35.26249600367133], [128.0936357723739, 35.25798771954275], [128.0881394040277, 35.25801455940676]]",49.0,2.517241379,13.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,35.26025530345933,128.0909039510418
842,1115,POINT (128.1724953889078 35.15613474507126),금곡면,"[[128.16973220316848, 35.15389581166951], [128.16976915314646, 35.15840410723594], [128.1752587263894, 35.15837363448824], [128.17522147361726, 35.15386534398428], [128.16973220316848, 35.15389581166951]]",19.0,4.13253012,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.15613474507126,128.1724953889078
843,1117,POINT (127.9913946135424 35.1660217138047),대평면,"[[127.98863599778957, 35.16377861189604], [127.98866296660839, 35.168287044585945], [127.99415338103763, 35.168264772393066], [127.99412610923824, 35.16375634340294], [127.98863599778957, 35.16377861189604]]",18.0,2.740740741,9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.1660217138047,127.9913946135424
844,1118,POINT (128.1458330160413 35.25546615850457),대곡면,"[[128.14306714136575, 35.253226681775345], [128.14310275088278, 35.25773492735216], [128.14859904318863, 35.257705591194316], [128.14856312938588, 35.25319735048502], [128.14306714136575, 35.253226681775345]]",143.0,2.068181818,76.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.25546615850457,128.1458330160413
845,1120,POINT (127.9312872018742 35.22035302008383),수곡면,"[[127.92852836952795, 35.21810857044487], [127.92855206854497, 35.222617000580314], [127.93404618634216, 35.22259742654414], [127.93402218352239, 35.218088999658036], [127.92852836952795, 35.21810857044487]]",0.0,0.932773109,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.22035302008383,127.9312872018742
846,1121,POINT (128.1119425061961 35.13391309812389),정촌면,"[[128.10918171785514, 35.1316727504549], [128.10921529967408, 35.136181115926746], [128.11470344609023, 35.136153402069866], [128.11466956179402, 35.13164504120353], [128.10918171785514, 35.1316727504549]]",32.0,4.276923077,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.13391309812389,128.1119425061961
847,1123,POINT (128.1350869828756 35.28708201312332),미천면,"[[128.13232031154803, 35.284842310600496], [128.1323553669351, 35.289350542013274], [128.13785380690712, 35.289321671597676], [128.1378184467575, 35.28481344497324], [128.13232031154803, 35.284842310600496]]",6.0,1.901639344,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.28708201312332,128.1350869828756
848,1124,POINT (128.0682263152028 35.16117716991744),내동면,"[[128.06546577905115, 35.15893583354389], [128.06549698254125, 35.16344421406185], [128.07098700309257, 35.163418462689684], [128.07095549670925, 35.158910086449666], [128.06546577905115, 35.15893583354389]]",1555.0,1.2125,217.0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0.0,35.16117716991744,128.0682263152028
849,1125,POINT (128.0739062543801 35.18820147984844),인사동,"[[128.0711446399974, 35.18596029309031], [128.07117618838683, 35.19046864900921], [128.07666802070437, 35.19044262294197], [128.07663616901945, 35.18593427134515], [128.0711446399974, 35.18596029309031]]",1823.0,55.16666667,527.0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0.0,35.18820147984844,128.0739062543801
850,1126,POINT (128.1075617684471 35.28271497537176),미천면,"[[128.10479599600083, 35.28047463245902], [128.10482952010466, 35.2849828905863], [128.11032769355393, 35.28495527434629], [128.11029386474678, 35.28044702079963], [128.10479599600083, 35.28047463245902]]",10.0,1.901639344,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.28271497537176,128.1075617684471
851,1127,POINT (128.0469921554695 35.26947868566928),명석면,"[[128.04422848682205, 35.267236933411866], [128.04425863899047, 35.27174524935714], [128.04975597665418, 35.2717203942368], [128.049725519968, 35.2672120824149], [128.04422848682205, 35.267236933411866]]",22.0,1.79245283,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.26947868566928,128.0469921554695
852,1128,POINT (127.9974896619185 35.265183897327),명석면,"[[127.99472748999963, 35.2629410000028], [127.99475489535733, 35.26744935457855], [128.00025198632218, 35.267426751154105], [128.0002242765016, 35.26291840032843], [127.99472748999963, 35.2629410000028]]",0.0,1.79245283,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.265183897327,127.9974896619185
853,1130,POINT (128.1625415941782 35.28242634308665),대곡면,"[[128.1597743373487, 35.28018727327924], [128.15981090840938, 35.284695483735455], [128.16530900368758, 35.28466536874969], [128.16527212794085, 35.2801571632885], [128.1597743373487, 35.28018727327924]]",14.0,2.068181818,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.28242634308665,128.1625415941782
854,1131,POINT (127.9975999412455 35.28321728106344),명석면,"[[127.99483714795348, 35.28097439799704], [127.99486457766434, 35.285482739033036], [128.00036288715714, 35.28546012060429], [128.0003351527128, 35.28095178332], [127.99483714795348, 35.28097439799704]]",41.0,1.79245283,21.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.28321728106344,127.9975999412455
855,1132,POINT (128.0076973114527 35.13890320495346),내동면,"[[128.0049391773045, 35.13666046027216], [128.00496701794165, 35.1411689020225], [128.0104555971483, 35.14114590629525], [128.01042745393795, 35.13663746836619], [128.0049391773045, 35.13666046027216]]",19.0,1.2125,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.13890320495346,128.0076973114527
856,1133,POINT (128.0302363156362 35.2289770491745),명석면,"[[128.02747449199325, 35.226734883039185], [128.0275036722239, 35.23124324158366], [128.03299829150686, 35.23121917174589], [128.03296880736204, 35.22671081719657], [128.02747449199325, 35.226734883039185]]",24.0,1.79245283,20.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,35.2289770491745,128.0302363156362
857,1134,POINT (127.9311203751396 35.18879393772661),수곡면,"[[127.92836262368232, 35.18654946492228], [127.92838628588908, 35.191057918700025], [127.93387827848305, 35.1910383674018], [127.93385431294541, 35.18652991687093], [127.92836262368232, 35.18654946492228]]",27.0,0.932773109,14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.18879393772661,127.9311203751396
858,1135,POINT (128.139241467916 35.1157380485681),금곡면,"[[128.1364805627927, 35.11349831745631], [128.13651562582274, 35.11800667305017], [128.14200252446844, 35.117977735882704], [128.1419671592381, 35.11346938509875], [128.1364805627927, 35.11349831745631]]",0.0,0.932773109,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.1157380485681,128.139241467916
859,1136,POINT (128.1120774983715 35.15194652370204),가좌동,"[[128.10931608988605, 35.14970619201005], [128.10934970154722, 35.154214543926415], [128.11483905854433, 35.15418681164246], [128.1148051441371, 35.14967846433361], [128.10931608988605, 35.14970619201005]]",3442.0,24.4516129,175.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.15194652370204,128.1120774983715
860,1137,POINT (128.23263608533 35.12873505706344),금곡면,"[[128.22987221616717, 35.126497493655734], [128.2299124431466, 35.13100575166787], [128.2354001060547, 35.13097257630347], [128.23535957670504, 35.126464323804676], [128.22987221616717, 35.126497493655734]]",6.0,1.632183908,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.12873505706344,128.23263608533
861,1138,POINT (128.1235378025418 35.21500699852424),초전동,"[[128.12077392311164, 35.21276697666687], [128.12080824680376, 35.21727527184422], [128.12630183413322, 35.21724697648889], [128.12626720675587, 35.212738686008805], [128.12077392311164, 35.21276697666687]]",17.0,10.35897436,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.21500699852424,128.1235378025418
862,1140,POINT (128.1235033308344 35.21049870399551),초전동,"[[128.1207396070405, 35.20825867809666], [128.12077392311164, 35.21276697666687], [128.12626720675587, 35.212738686008805], [128.1262325870669, 35.208230392135356], [128.1207396070405, 35.20825867809666]]",39.0,10.35897436,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.21049870399551,128.1235033308344
863,1142,POINT (128.1400534647401 35.21942927480841),금산면,"[[128.13728898565444, 35.21718963801387], [128.13732422822207, 35.221697915580656], [128.1428180960265, 35.22166886764134], [128.14278254971134, 35.217160594896455], [128.13728898565444, 35.21718963801387]]",128.0,6.915492958,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.21942927480841,128.1400534647401
864,1143,POINT (128.0628607059865 35.17923629824761),신안동,"[[128.06009969802767, 35.176994850613404], [128.06013062608253, 35.181503221825004], [128.06562186581573, 35.181477702272595], [128.0655906345969, 35.17696933529944], [128.06009969802767, 35.176994850613404]]",3078.0,58.3,734.0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0.0,35.17923629824761,128.0628607059865
865,1144,POINT (128.095576996943 35.14752022972792),가좌동,"[[128.09281618647165, 35.14527951432627], [128.0928488826235, 35.149787883204986], [128.09833795906206, 35.149760901446825], [128.09830496022644, 35.14525253705118], [128.09281618647165, 35.14527951432627]]",72.0,24.4516129,26.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.14752022972792,128.095576996943
866,1145,POINT (128.018702755 35.14336515064161),내동면,"[[128.01594417010458, 35.14112266199417], [128.0159726222042, 35.14563109267966], [128.02146149148052, 35.14560759590133], [128.02143273674335, 35.14109916912015], [128.01594417010458, 35.14112266199417]]",30.0,1.2125,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.14336515064161,128.018702755
867,1147,POINT (128.0520614776802 35.20633703927591),이현동,"[[128.04929983573007, 35.2040953611563], [128.04933019787904, 35.208603720406], [128.05482327169827, 35.20857867378478], [128.05479260597818, 35.20407031869353], [128.04929983573007, 35.2040953611563]]",0.0,19.77777778,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.20633703927591,128.0520614776802
