,id,행정동,coordinates,인구수,장애등록인원,고령인구수,복지시설밀도,건물3유형,건물2유형,전동휠체어충전소,전동휠체어충전소_bin,Predictions,XGBoost Predictions,SVM Predictions,KNN Predictions,Random Forest Predictions,Decision Tree Predictions,AdaBoost Predictions,LightGBM Predictions,Gradient Boosting Predictions,scaled_Predictions
209,278,금곡면,"[[128.17455233635835, 35.072715534447234], [128.17458944052433, 35.077223886042844], [128.18007356550442, 35.07719325637201], [128.1800361597538, 35.07268490987026], [128.17455233635835, 35.072715534447234]]",107.0,1.632183908,64.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
208,277,인사동,"[[128.06568434906285, 35.19049442605868], [128.06571560109424, 35.19500278287122], [128.07120774378265, 35.194977001540565], [128.07117618838683, 35.19046864900921], [128.06568434906285, 35.19049442605868]]",1944.0,55.16666667,559.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0
207,276,대평면,"[[127.96154222150138, 35.227004223067055], [127.96156775465427, 35.23151262632466], [127.9670624472484, 35.23149154932391], [127.96703661016512, 35.22698314956473], [127.96154222150138, 35.227004223067055]]",35.0,2.740740741,17.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
206,274,금산면,"[[128.15904461890054, 35.19002235052884], [128.15908102790652, 35.19453062893718], [128.16457304229817, 35.19450061374895], [128.16453632995615, 35.189992340324785], [128.15904461890054, 35.19002235052884]]",44.0,6.915492958,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
205,273,사봉면,"[[128.2414603570605, 35.194054252454784], [128.24150132500822, 35.19856244835432], [128.24699351340627, 35.198528692089035], [128.24695224208367, 35.194020501794526], [128.2414603570605, 35.194054252454784]]",35.0,1.913793103,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
204,272,대곡면,"[[128.1705098783678, 35.24856930529399], [128.1705470010518, 35.25307752951838], [128.17604294852688, 35.25304695033134], [128.17600552163367, 35.24853873118099], [128.1705098783678, 35.24856930529399]]",30.0,2.068181818,22.0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0.0
203,268,이반성면,"[[128.35636235597107, 35.15272041662601], [128.35640959983908, 35.157228516892296], [128.3618988540784, 35.1571895888469], [128.36185130748652, 35.15268149504761], [128.35636235597107, 35.15272041662601]]",0.0,1.630952381,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
266,355,초전동,"[[128.10975362419723, 35.208314502497544], [128.10978733302775, 35.21282281033718], [128.11528063184645, 35.21279501811005], [128.1152466193948, 35.20828671488442], [128.10975362419723, 35.208314502497544]]",3441.0,10.35897436,231.0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0.0
267,357,판문동,"[[128.02183588471533, 35.20421683626229], [128.02186472898674, 35.20872521568378], [128.02735783584666, 35.20870141500858], [128.02732868799686, 35.204193039538694], [128.02183588471533, 35.20421683626229]]",0.0,15.02857143,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
268,358,금곡면,"[[128.1478822801668, 35.16754013175867], [128.14791804276638, 35.1720484369819], [128.1534085572372, 35.1720189443797], [128.15337249163454, 35.167510644055284], [128.1478822801668, 35.16754013175867]]",94.0,4.13253012,10.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0
323,431,하대동,"[[128.10409370669987, 35.18580042800968], [128.10412707483863, 35.19030875737594], [128.10961886370333, 35.1902812372242], [128.10958519227864, 35.18577291242811], [128.10409370669987, 35.18580042800968]]",128.0,63.45454545,28.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
331,441,사봉면,"[[128.27986027547345, 35.189304609232664], [128.27990335743496, 35.1938127684374], [128.28539517690035, 35.193777274658096], [128.28535179164578, 35.18926912134721], [128.27986027547345, 35.189304609232664]]",0.0,1.913793103,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
330,439,금곡면,"[[128.19698628044023, 35.13119958642922], [128.19702470168826, 35.135707873257545], [128.20251271964042, 35.13567618332624], [128.2024739959434, 35.13116790176412], [128.19698628044023, 35.13119958642922]]",45.0,1.632183908,20.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
329,438,명석면,"[[128.027532858935, 35.235751596742496], [128.027562052128, 35.240259948515494], [128.03305727944186, 35.2402358706861], [128.03302778219967, 35.23572752290914], [128.027532858935, 35.235751596742496]]",18.0,1.79245283,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
328,437,정촌면,"[[128.07073514781638, 35.127351357967356], [128.07076660526286, 35.131859757906575], [128.07625449998667, 35.13183378798964], [128.07622274011885, 35.12732539236639], [128.07073514781638, 35.127351357967356]]",33.0,4.276923077,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
327,436,이반성면,"[[128.31780409131892, 35.13946145261623], [128.31784918600607, 35.14396960722885], [128.32333760425746, 35.1439324383783], [128.32329220703218, 35.13942428994155], [128.31780409131892, 35.13946145261623]]",7.0,1.630952381,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
326,435,호탄동,"[[128.13137675254842, 35.16311877902632], [128.13141159838958, 35.16762710209001], [128.13690183347705, 35.16759836077719], [128.13686668469484, 35.1630900424878], [128.13137675254842, 35.16311877902632]]",622.0,24.4516129,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
325,433,명석면,"[[127.99464531043071, 35.249415915969585], [127.99467269753765, 35.25392428069815], [128.00016887531658, 35.25390168852265], [128.00014118394944, 35.24939332754294], [127.99464531043071, 35.249415915969585]]",11.0,1.79245283,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
324,432,금곡면,"[[128.20231918711625, 35.113134741542865], [128.2023578764327, 35.1176430366937], [128.20784467639947, 35.11761111949456], [128.20780568490446, 35.11310282964893], [128.20231918711625, 35.113134741542865]]",0.0,1.632183908,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
322,430,금곡면,"[[128.18029817452802, 35.10424326412552], [128.18033563846905, 35.1087515868731], [128.18582186809738, 35.10872067327808], [128.18578410210446, 35.104212355669496], [128.18029817452802, 35.10424326412552]]",91.0,1.632183908,54.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
333,444,이반성면,"[[128.3512022009521, 35.18431576468978], [128.351249215113, 35.188823847467155], [128.3567406008098, 35.18878512308398], [128.35669328345193, 35.18427704673718], [128.3512022009521, 35.18431576468978]]",19.0,1.630952381,15.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
321,429,금산면,"[[128.15926319425807, 35.21707197003856], [128.1592996518053, 35.2215802280694], [128.16479348762854, 35.22155018296469], [128.1647567263409, 35.217041929921294], [128.15926319425807, 35.21707197003856]]",60.0,6.915492958,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
320,428,장재동,"[[128.09320901989815, 35.19937971724067], [128.09324180329244, 35.203888045454335], [128.09873451718252, 35.20386100986118], [128.09870143029693, 35.19935268613644], [128.09320901989815, 35.19937971724067]]",0.0,10.35897436,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
319,427,금곡면,"[[128.18089859703986, 35.1763760206681], [128.18093619432491, 35.180884289084325], [128.18642726591565, 35.18085329318968], [128.18638936550377, 35.176345029921364], [128.18089859703986, 35.1763760206681]]",10.0,4.13253012,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
318,426,금곡면,"[[127.93371063142615, 35.15947914277396], [127.93373456505348, 35.163987613564395], [127.93922473335661, 35.163967832949766], [127.93920049680342, 35.15945936544542], [127.93371063142615, 35.15947914277396]]",0.0,0.932773109,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
317,424,금곡면,"[[127.89543422232522, 35.1911699965981], [127.89545606937375, 35.19567846561366], [127.90094839589305, 35.19566040557477], [127.90092624543952, 35.19115193955826], [127.89543422232522, 35.1911699965981]]",7.0,0.932773109,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
316,423,진성면,"[[128.21400079685137, 35.194219270392836], [128.2140402478948, 35.198727493697206], [128.21953248110935, 35.19869498276415], [128.21949272668115, 35.19418676485804], [128.21400079685137, 35.194219270392836]]",79.0,1.607594937,46.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
315,421,옥봉동,"[[128.08768412953054, 35.19489816319808], [128.0877166022203, 35.19940649924863], [128.09320901989815, 35.19937971724067], [128.09317624378286, 35.1948713856372], [128.08768412953054, 35.19489816319808]]",1914.0,54.75,774.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
314,418,이반성면,"[[128.31793940542593, 35.15298590622065], [128.31798453016313, 35.15749405059942], [128.32347385643214, 35.15745686321726], [128.32342842895522, 35.152948725016365], [128.31793940542593, 35.15298590622065]]",30.0,1.630952381,17.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
332,443,진성면,"[[128.2192940869005, 35.17164562430192], [128.21933379721509, 35.1761538592159], [128.22482450536023, 35.17612112640595], [128.22478449199943, 35.17161289692865], [128.2192940869005, 35.17164562430192]]",0.0,1.607594937,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
334,445,미천면,"[[128.1157234816982, 35.2714026512672], [128.1157576000515, 35.275910906982126], [128.12125514907547, 35.27588280031033], [128.12122072615747, 35.27137454925789], [128.1157234816982, 35.2714026512672]]",16.0,1.901639344,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
312,416,금산면,"[[128.14834781395933, 35.22614783489462], [128.14838367994514, 35.23065609598428], [128.15387813958426, 35.23062653964895], [128.15384196971954, 35.226118283465034], [128.14834781395933, 35.22614783489462]]",81.0,6.915492958,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
345,460,사봉면,"[[128.25248569263894, 35.198494686761315], [128.25252727656715, 35.20300286800367], [128.25801975000527, 35.20296860792648], [128.25797786263888, 35.198460432372464], [128.25248569263894, 35.198494686761315]]",11.0,1.913793103,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
353,472,수곡면,"[[127.93387827848305, 35.1910383674018], [127.93390224934319, 35.195546814555414], [127.93939454001175, 35.1955270109282], [127.93937026575453, 35.191018567063175], [127.93387827848305, 35.1910383674018]]",47.0,0.932773109,25.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
352,471,금곡면,"[[128.17507254522414, 35.13583214801396], [128.17510976492173, 35.14034045209932], [128.18059811912536, 35.140309751056435], [128.1805605969042, 35.13580145207265], [128.17507254522414, 35.13583214801396]]",6.0,1.632183908,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
351,470,수곡면,"[[127.93402218352239, 35.218088999658036], [127.93404618634216, 35.22259742654414], [127.93954029880861, 35.222577603177946], [127.93951599218727, 35.218069179582564], [127.93402218352239, 35.218088999658036]]",21.0,0.932773109,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
350,468,상봉동,"[[128.0657781259804, 35.204019486334346], [128.06580939883818, 35.208527832984565], [128.07130245202404, 35.208502038807595], [128.0712708755997, 35.20399369643996], [128.0657781259804, 35.204019486334346]]",83.0,56.55555556,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
349,466,집현면,"[[128.071428827863, 35.22653537439327], [128.0714604393659, 35.23104369981751], [128.07695500437563, 35.231017634830565], [128.07692308897055, 35.22650931373262], [128.071428827863, 35.22653537439327]]",24.0,2.517241379,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
348,464,수곡면,"[[127.92859948237, 35.23163385071636], [127.9286231971803, 35.23614227071656], [127.93411822679057, 35.236122686930266], [127.93409420797508, 35.23161427018045], [127.92859948237, 35.23163385071636]]",17.0,0.932773109,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
347,463,사봉면,"[[128.31294396165117, 35.20261230682369], [128.31298889325996, 35.207120419806834], [128.31848156415103, 35.20708341355072], [128.3184363290601, 35.20257530671146], [128.31294396165117, 35.20261230682369]]",18.0,1.913793103,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
346,461,정촌면,"[[128.10356082297633, 35.11366669721182], [128.10359407276894, 35.118175080798295], [128.10908101713042, 35.11814763370976], [128.10904746512742, 35.11363925468552], [128.10356082297633, 35.11366669721182]]",12.0,4.276923077,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
344,459,장재동,"[[128.09324180329244, 35.203888045454335], [128.09327459396738, 35.208396370278], [128.09876761141612, 35.208369330195424], [128.09873451718252, 35.20386100986118], [128.09324180329244, 35.203888045454335]]",46.0,10.35897436,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
335,447,미천면,"[[128.1433879118572, 35.29380076966301], [128.14342359261005, 35.29830898466102], [128.14892262653018, 35.298279604671514], [128.1488866408829, 35.293771394545814], [128.1433879118572, 35.29380076966301]]",8.0,1.901639344,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
343,458,명석면,"[[128.0110197757621, 35.23131395470487], [128.01104805051963, 35.23582232160208], [128.01654299302749, 35.23579899608992], [128.01651441428402, 35.23129063306409], [128.0110197757621, 35.23131395470487]]",0.0,1.79245283,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
342,457,명석면,"[[128.03311629358024, 35.249252556080435], [128.03314581047928, 35.25376089369743], [128.0386419437907, 35.25373655427324], [128.0386121226413, 35.24922822069498], [128.03311629358024, 35.249252556080435]]",56.0,1.79245283,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
341,456,금곡면,"[[128.17522147361726, 35.15386534398428], [128.1752587263894, 35.15837363448824], [128.18074829135915, 35.15834291303344], [128.1807107357947, 35.15383462763327], [128.17522147361726, 35.15386534398428]]",57.0,4.13253012,20.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
340,455,수곡면,"[[127.92298777542791, 35.20911101512262], [127.92301116025291, 35.213619455221206], [127.92850467577301, 35.21360013693138], [127.92848098727899, 35.20909170004005], [127.92298777542791, 35.20911101512262]]",22.0,0.932773109,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
339,454,가좌동,"[[128.10928248568788, 35.145197836704526], [128.10931608988605, 35.14970619201005], [128.1148051441371, 35.14967846433361], [128.11477123726013, 35.145170113635096], [128.10928248568788, 35.145197836704526]]",0.0,24.4516129,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
338,452,정촌면,"[[128.09275081594566, 35.13626276640653], [128.09278349757957, 35.14077114206006], [128.09827196871785, 35.14074416926757], [128.0982389845346, 35.13623579809616], [128.09275081594566, 35.13626276640653]]",47.0,4.276923077,25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
337,451,금곡면,"[[128.16416965456057, 35.14490941932902], [128.1642062854705, 35.149417726705565], [128.16969526139465, 35.14938751270797], [128.16965832782316, 35.14487921035152], [128.16416965456057, 35.14490941932902]]",101.0,4.13253012,49.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
336,448,금곡면,"[[128.1855953978849, 35.08167071671151], [128.18563312196895, 35.08617905129112], [128.1911178336301, 35.08614791534135], [128.19107980783113, 35.08163958593919], [128.1855953978849, 35.08167071671151]]",0.0,0.932773109,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
313,417,금곡면,"[[128.19671757046225, 35.09964148352862], [128.19675593203388, 35.10414979413116], [128.20224183425276, 35.104118141051316], [128.20220317070186, 35.099609835711], [128.19671757046225, 35.09964148352862]]",30.0,1.632183908,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
311,415,가좌동,"[[128.10934970154722, 35.154214543926415], [128.1093833206731, 35.15872289245342], [128.11487298048345, 35.15869515556146], [128.11483905854433, 35.15418681164246], [128.10934970154722, 35.154214543926415]]",763.0,24.4516129,268.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
269,359,진성면,"[[128.23011371208855, 35.15354699071867], [128.2301539926997, 35.15805522832548], [128.23564347123968, 35.15802201986846], [128.23560288785524, 35.15351378777858], [128.23011371208855, 35.15354699071867]]",11.0,1.607594937,9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
279,371,정촌면,"[[128.1037271457998, 35.136208581269216], [128.10376043253075, 35.140716947917205], [128.1092488889511, 35.140689478010025], [128.10921529967408, 35.136181115926746], [128.1037271457998, 35.136208581269216]]",41.0,4.276923077,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
287,383,사봉면,"[[128.29084329818545, 35.189233384491644], [128.29088698673098, 35.19374153186736], [128.29637878685952, 35.1937055400666], [128.2963347950252, 35.18919739866741], [128.29084329818545, 35.189233384491644]]",9.0,1.913793103,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0
286,382,지수면,"[[128.22005009278652, 35.25730150587567], [128.2200899709924, 35.26180967613372], [128.22558644981805, 35.26177683991486], [128.2255462672849, 35.25726867510471], [128.22005009278652, 35.25730150587567]]",17.0,1.37254902,15.0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0.0
285,380,수곡면,"[[127.89558725359485, 35.222729208823985], [127.89560913463004, 35.22723765421011], [127.9011035868717, 35.22721957316873], [127.90108140195957, 35.222711130783956], [127.89558725359485, 35.222729208823985]]",18.0,0.932773109,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
284,379,이반성면,"[[128.29602712554825, 35.15764031339176], [128.2960710490568, 35.16214847865988], [128.30156071782258, 35.16211227996186], [128.30151649149838, 35.15760412070702], [128.29602712554825, 35.15764031339176]]",19.0,1.630952381,8.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
283,377,대곡면,"[[128.1541677878239, 35.26669246681999], [128.1542040300457, 35.27120069242593], [128.1597012195848, 35.27117084216868], [128.15966467287802, 35.266662621514705], [128.1541677878239, 35.26669246681999]]",13.0,2.068181818,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
282,376,사봉면,"[[128.2800326607325, 35.207337225598515], [128.2800757809764, 35.211845371167215], [128.28556881428767, 35.211809853806216], [128.28552539048124, 35.20730171413389], [128.2800326607325, 35.207337225598515]]",7.0,1.913793103,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
281,374,명석면,"[[128.05513030371816, 35.25366203838556], [128.0551610444352, 35.25817035621028], [128.06065745516216, 35.25814501417447], [128.06062641013318, 35.25363670055462], [128.05513030371816, 35.25366203838556]]",13.0,1.79245283,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
280,373,초전동,"[[128.10422722372456, 35.203833725131446], [128.1042606215152, 35.20834204093491], [128.10975362419723, 35.208314502497544], [128.1097199228512, 35.20380619126623], [128.10422722372456, 35.203833725131446]]",689.0,10.35897436,171.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
278,370,대곡면,"[[128.21969158712744, 35.21672782036503], [128.219731385718, 35.22123602125837], [128.2252251280289, 35.221203234049284], [128.22518502571853, 35.21669503859852], [128.21969158712744, 35.21672782036503]]",14.0,2.068181818,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
289,386,평거동,"[[128.0490571811062, 35.16802836526899], [128.04908748936506, 35.172536751603495], [128.05457813650168, 35.172511738237354], [128.0545475252105, 35.16800335605771], [128.0490571811062, 35.16802836526899]]",4298.0,15.02857143,1084.0,4,1,5,1,1,0,0,0,0,0,0,0,0,0,0.0
277,369,수곡면,"[[127.9448376754403, 35.186490073771864], [127.94486224763618, 35.19099851768493], [127.95035422406059, 35.19097821926787], [127.95032934853741, 35.18646977872574], [127.9448376754403, 35.186490073771864]]",0.0,0.932773109,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
276,368,대곡면,"[[128.19787213126045, 35.234889323666785], [128.19791074923808, 35.239397532312225], [128.2034057420823, 35.23936572110044], [128.2033668201073, 35.23485751773436], [128.19787213126045, 35.234889323666785]]",0.0,2.068181818,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
275,367,정촌면,"[[128.147453747831, 35.11344020443995], [128.14748941525994, 35.117948550372724], [128.15297629813023, 35.117919116521364], [128.15294032850446, 35.113410775481064], [128.147453747831, 35.11344020443995]]",10.0,4.276923077,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
274,366,대평면,"[[127.96156775465427, 35.23151262632466], [127.96159329347769, 35.23602102620148], [127.96708829006974, 35.23599994570193], [127.9670624472484, 35.23149154932391], [127.96156775465427, 35.23151262632466]]",52.0,2.740740741,37.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
273,364,대곡면,"[[128.22526523924506, 35.22571142609633], [128.22530535936895, 35.230219614739454], [128.23079970041206, 35.2301865672861], [128.2307592764355, 35.22567838412812], [128.22526523924506, 35.22571142609633]]",0.0,2.068181818,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
272,362,가좌동,"[[128.1148051441371, 35.14967846433361], [128.11483905854433, 35.15418681164246], [128.12032840800953, 35.15415883067997], [128.12029419085792, 35.149650488019944], [128.1148051441371, 35.14967846433361]]",3590.0,24.4516129,175.0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0
271,361,대곡면,"[[128.2089792043592, 35.24835004632551], [128.20901845646887, 35.252858234162], [128.21451434434397, 35.252825907970916], [128.21447478803822, 35.24831772549835], [128.2089792043592, 35.24835004632551]]",0.0,2.068181818,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
270,360,정촌면,"[[128.14214406394885, 35.13601110510794], [128.14217946846733, 35.140519438935634], [128.14766787125868, 35.140490229161855], [128.14763216420593, 35.13598190018798], [128.14214406394885, 35.13601110510794]]",33.0,4.276923077,17.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0
288,385,대평면,"[[127.95047868456963, 35.21352037129963], [127.95050359325859, 35.21802879156888], [127.95599738553013, 35.21800822363227], [127.95597217311068, 35.21349980677754], [127.95047868456963, 35.21352037129963]]",10.0,2.740740741,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
290,387,명석면,"[[128.04389725449775, 35.217645234415365], [128.0439273331052, 35.22215358762357], [128.04942132478973, 35.222128777835614], [128.0493909424074, 35.21762042874587], [128.04389725449775, 35.217645234415365]]",13.0,1.79245283,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
310,414,금곡면,"[[128.1807107357947, 35.15383462763327], [128.18074829135915, 35.15834291303344], [128.1862378479885, 35.15831194287275], [128.1861999896335, 35.153803662617726], [128.1807107357947, 35.15383462763327]]",0.0,4.13253012,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
301,403,수곡면,"[[127.91744841144845, 35.200113184338136], [127.91747148235459, 35.20462163435634], [127.92296439579528, 35.20460257164672], [127.92294102135382, 35.20009412479371], [127.91744841144845, 35.200113184338136]]",22.0,0.932773109,14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
309,413,금곡면,"[[128.14766787125868, 35.140490229161855], [128.14770358624148, 35.14499855474336], [128.1531922837025, 35.14496909152613], [128.15315626612005, 35.140460770840264], [128.14766787125868, 35.140490229161855]]",56.0,4.13253012,24.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
308,412,초전동,"[[128.1152466193948, 35.20828671488442], [128.11528063184645, 35.21279501811005], [128.12077392311164, 35.21276697666687], [128.1207396070405, 35.20825867809666], [128.1152466193948, 35.20828671488442]]",40.0,10.35897436,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
307,411,집현면,"[[128.08280444726014, 35.280582580692425], [128.08283675253426, 35.285090856727706], [128.08833495535754, 35.28506424001731], [128.08830234537356, 35.280555968396875], [128.08280444726014, 35.280582580692425]]",10.0,2.517241379,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
306,409,금곡면,"[[128.1588626950945, 35.16748090755738], [128.1588990636985, 35.171989202941646], [128.164389562083, 35.17195921266893], [128.16435289047945, 35.16745092226615], [128.1588626950945, 35.16748090755738]]",2122.0,4.13253012,324.0,4,1,4,1,1,0,0,0,0,0,0,0,0,0,0.0
305,408,미천면,"[[128.09393193887988, 35.298562154553885], [128.09396488282042, 35.30307040814308], [128.0994642905953, 35.303043273669914], [128.09943104167738, 35.29853502458041], [128.09393193887988, 35.298562154553885]]",9.0,1.901639344,8.0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0.0
304,407,집현면,"[[128.10446116407465, 35.23539186453414], [128.10449461381913, 35.2399001565953], [128.1099897432772, 35.239872586138965], [128.10995598950515, 35.23536429865344], [128.10446116407465, 35.23539186453414]]",49.0,2.517241379,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
303,406,명석면,"[[128.03329349333154, 35.27630253097307], [128.03332304958352, 35.280810848264984], [128.0388210098163, 35.2807864845991], [128.0387911489084, 35.27627817134855], [128.03329349333154, 35.27630253097307]]",30.0,1.79245283,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
302,404,금곡면,"[[128.1799987623088, 35.068176559975846], [128.1800361597538, 35.07268490987026], [128.18551997484366, 35.07265403737163], [128.18548227588278, 35.06814569261176], [128.1799987623088, 35.068176559975846]]",14.0,1.632183908,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
300,401,사봉면,"[[128.27445431656855, 35.198356174852954], [128.27449711423716, 35.20286433309382], [128.2799895500624, 35.20282907662051], [128.27994644896393, 35.1983209242334], [128.27445431656855, 35.198356174852954]]",33.0,1.913793103,18.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
291,389,금곡면,"[[128.14773930915604, 35.149506876932314], [128.1477750400041, 35.15401519572852], [128.15326434286612, 35.15398572271843], [128.15322830928397, 35.149477408818925], [128.14773930915604, 35.149506876932314]]",44.0,4.13253012,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
299,400,지수면,"[[128.26943013064763, 35.247980793539355], [128.26947272880494, 35.25248892009559], [128.27496851633617, 35.252453848741084], [128.27492561400496, 35.24794572800422], [128.26943013064763, 35.247980793539355]]",64.0,1.37254902,39.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
298,399,금곡면,"[[128.15326434286612, 35.15398572271843], [128.15330038445077, 35.158494033224464], [128.15878998210988, 35.158464306605254], [128.15875363772568, 35.15395600103777], [128.15326434286612, 35.15398572271843]]",32.0,4.13253012,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
297,397,금곡면,"[[128.13679641054148, 35.154073395732354], [128.1368315437169, 35.158581720806126], [128.14232116518704, 35.15855274032606], [128.14228572920678, 35.154044420066896], [128.13679641054148, 35.154073395732354]]",8.0,4.13253012,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
296,396,이반성면,"[[128.312495193873, 35.15753098930941], [128.3125400258221, 35.16203913641372], [128.3180296649214, 35.16200219156651], [128.31798453016313, 35.15749405059942], [128.312495193873, 35.15753098930941]]",96.0,1.630952381,60.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
295,395,금산면,"[[128.1537335083029, 35.21259349453454], [128.15376965408063, 35.217101760907646], [128.15926319425807, 35.21707197003856], [128.15922674480555, 35.21256370861098], [128.1537335083029, 35.21259349453454]]",56.0,6.915492958,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
294,394,일반성면,"[[128.28517834693258, 35.171236474014115], [128.28522169366934, 35.17574464096042], [128.2907122907401, 35.175708921906526], [128.29066864098158, 35.17120076089282], [128.28517834693258, 35.171236474014115]]",285.0,3.188679245,55.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
