,id,행정동,coordinates,인구수,장애등록인원,고령인구수,복지시설밀도,건물3유형,건물2유형,전동휠체어충전소,전동휠체어충전소_bin,Predictions,XGBoost Predictions,SVM Predictions,KNN Predictions,Random Forest Predictions,Decision Tree Predictions,AdaBoost Predictions,LightGBM Predictions,Gradient Boosting Predictions,scaled_Predictions
155,208,명석면,"[[128.04383711731685, 35.208628517839976], [128.04386718256876, 35.21313687782078], [128.04936056677099, 35.213112076269255], [128.04933019787904, 35.208603720406], [128.04383711731685, 35.208628517839976]]",15.0,1.79245283,10.0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1.0
1211,1618,금산면,"[[128.14831195593683, 35.221639570408904], [128.14834781395933, 35.22614783489462], [128.15384196971954, 35.226118283465034], [128.15380580788556, 35.22161002388454], [128.14831195593683, 35.221639570408904]]",139.0,6.915492958,49.0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1.0
796,1053,금곡면,"[[128.1638768999309, 35.1088428381433], [128.16391346582427, 35.11335117266768], [128.16940002233653, 35.11332099881555], [128.16936315431872, 35.10881266930692], [128.1638768999309, 35.1088428381433]]",9.0,1.632183908,0.0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1.0
1253,1694,지수면,"[[128.24182939628759, 35.234627892970224], [128.2418704461899, 35.239136058221725], [128.247365367995, 35.239102251483835], [128.24732401411103, 35.23459409184283], [128.24182939628759, 35.234627892970224]]",0.0,1.37254902,0.0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1.0
1228,1641,금곡면,"[[128.19733237900869, 35.17177404557196], [128.197370877119, 35.17628230181931], [128.20286162013576, 35.17625056446647], [128.2028228189715, 35.17174231349047], [128.19733237900869, 35.17177404557196]]",0.0,4.13253012,0.0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1.0
102,134,집현면,"[[128.1098885044426, 35.226347713504076], [128.10992224322752, 35.230856007775074], [128.11541675720522, 35.23082819708685], [128.1153827145294, 35.22631990743188], [128.1098885044426, 35.226347713504076]]",66.0,2.517241379,41.0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1.0
1313,2183,수곡면,"[[127.90097055126598, 35.20016886821588], [127.90099271155938, 35.20467732748142], [127.90648564016922, 35.20465901227445], [127.90646317633714, 35.20015055604998], [127.90097055126598, 35.20016886821588]]",0.0,0.932773109,0.0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1.0
481,639,진성면,"[[128.25760129459985, 35.15788669912239], [128.25764309833914, 35.162394905326835], [128.26313283397354, 35.16236044769343], [128.26309072740383, 35.15785224721311], [128.25760129459985, 35.15788669912239]]",8.0,1.607594937,0.0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1.0
365,488,대평면,"[[127.98860903495896, 35.15927017582626], [127.98863599778957, 35.16377861189604], [127.99412610923824, 35.16375634340294], [127.9940988434943, 35.15924791103252], [127.98860903495896, 35.15927017582626]]",20.0,2.740740741,7.0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1.0
708,939,정촌면,"[[128.09255487847452, 35.1092124413628], [128.0925875165929, 35.11372083733609], [128.09807417344246, 35.11369389142903], [128.09804123317758, 35.10918549993494], [128.09255487847452, 35.1092124413628]]",133.0,4.276923077,47.0,2,0,0,0,0,1,1,0,1,0,0,0,1,0,1.0
1238,1658,대평면,"[[127.96680433441915, 35.1864073996107], [127.96683011991692, 35.19091582979189], [127.97232207383887, 35.19089453522773], [127.97229598501872, 35.186386108582894], [127.96680433441915, 35.1864073996107]]",16.0,2.740740741,9.0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1.0
363,486,내동면,"[[128.04893601535179, 35.14999478608555], [128.0489662967012, 35.154503185957836], [128.05445573211207, 35.15447818920842], [128.05442514799932, 35.14996979348919], [128.04893601535179, 35.14999478608555]]",0.0,1.2125,0.0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1.0
1065,1426,수곡면,"[[127.9285757728253, 35.22712542733754], [127.92859948237, 35.23163385071636], [127.93409420797508, 35.23161427018045], [127.93407019449266, 35.22710585005168], [127.9285757728253, 35.22712542733754]]",11.0,0.932773109,8.0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1.0
950,1266,이반성면,"[[128.3288717223373, 35.148403159788145], [128.32891744239845, 35.152911295182705], [128.33440644568836, 35.15287361672113], [128.33436042295915, 35.14836548758639], [128.3288717223373, 35.148403159788145]]",33.0,1.630952381,21.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
951,1267,금산면,"[[128.1316208360091, 35.194676969234166], [128.13165573605704, 35.19918526855003], [128.1371480936161, 35.199156493802484], [128.13711289015592, 35.194648199264556], [128.1316208360091, 35.194676969234166]]",54.0,6.915492958,21.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
945,1259,집현면,"[[128.06612250965523, 35.25361111312447], [128.06615385899462, 35.258119422498055], [128.07165025586497, 35.25809358118204], [128.07161860221666, 35.25358527609615], [128.06612250965523, 35.25361111312447]]",65.0,2.517241379,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
948,1263,충무공동,"[[128.13141159838958, 35.16762710209001], [128.13144645196945, 35.17213542176175], [128.1369369900652, 35.17210667567409], [128.13690183347705, 35.16759836077719], [128.13141159838958, 35.16762710209001]]",6076.0,39.8,282.0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0.0
947,1262,사봉면,"[[128.2360498011136, 35.203104153615044], [128.23609048374774, 35.20761234827017], [128.2415832881997, 35.20757882993953], [128.24154230205394, 35.20307064084929], [128.2360498011136, 35.203104153615044]]",101.0,1.913793103,54.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
946,1261,금산면,"[[128.17548241682323, 35.185423306192426], [128.1755197275461, 35.18993157292138], [128.18101141394575, 35.189900815724435], [128.1809737999596, 35.18539255410315], [128.17548241682323, 35.185423306192426]]",7.0,6.915492958,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
949,1264,금곡면,"[[128.15333643403966, 35.16300234033681], [128.15337249163454, 35.167510644055284], [128.1588626950945, 35.16748090755738], [128.1588263345656, 35.162972608778524], [128.15333643403966, 35.16300234033681]]",6.0,4.13253012,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
0,0,하촌동,"[[128.07685927941765, 35.217492661368304], [128.07689118065173, 35.22200098924514], [128.08238513083984, 35.221974683604], [128.08235292584, 35.2174663600939], [128.07685927941765, 35.217492661368304]]",0.0,10.35897436,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
952,1268,이반성면,"[[128.31784918600607, 35.14396960722885], [128.31789429070767, 35.14847775843039], [128.32338301156443, 35.14844058340331], [128.32333760425746, 35.1439324383783], [128.31784918600607, 35.14396960722885]]",18.0,1.630952381,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
943,1256,금곡면,"[[128.1803731107303, 35.11325990622644], [128.1804105913136, 35.11776822218533], [128.185897425247, 35.11773729831066], [128.1858596424776, 35.11322898749187], [128.1803731107303, 35.11325990622644]]",15.0,1.632183908,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
942,1255,지수면,"[[128.24732401411103, 35.23459409184283], [128.247365367995, 35.239102251483835], [128.2528602806165, 35.23906819531111], [128.25281862275287, 35.23456004132202], [128.24732401411103, 35.23459409184283]]",60.0,1.37254902,23.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
941,1254,이반성면,"[[128.32374663322602, 35.184505620756205], [128.32379213136787, 35.18901373506643], [128.32928356859398, 35.188976255460496], [128.3292377672438, 35.184468147374176], [128.32374663322602, 35.184505620756205]]",27.0,1.630952381,20.0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0.0
940,1253,지수면,"[[128.247365367995, 35.239102251483835], [128.24740673106263, 35.2436104077179], [128.25290194773123, 35.24357634589268], [128.2528602806165, 35.23906819531111], [128.247365367995, 35.239102251483835]]",40.0,1.37254902,18.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
939,1252,집현면,"[[128.05488462357107, 35.217595373806354], [128.05491530972682, 35.22210371873628], [128.060409287849, 35.22207841032656], [128.0603782979214, 35.217570069597826], [128.05488462357107, 35.217595373806354]]",52.0,2.517241379,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
938,1251,사봉면,"[[128.26879229205204, 35.18035848612941], [128.26883474856186, 35.18486666381205], [128.27432598056748, 35.18483167968153], [128.27428322089506, 35.180323507808765], [128.26879229205204, 35.18035848612941]]",6.0,1.913793103,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
937,1249,대평면,"[[127.96677855464677, 35.181898966050255], [127.96680433441915, 35.1864073996107], [127.97229598501872, 35.186386108582894], [127.97226990199135, 35.18187767855841], [127.96677855464677, 35.181898966050255]]",8.0,2.740740741,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
944,1257,이반성면,"[[128.31807480970298, 35.16651032912169], [128.31811996451006, 35.17101846326481], [128.32361019940163, 35.170981257345034], [128.3235647416531, 35.1664731293818], [128.31807480970298, 35.16651032912169]]",29.0,1.630952381,15.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
958,1277,평거동,"[[128.0655594103126, 35.17246096493979], [128.0655906345969, 35.17696933529944], [128.0710815642317, 35.17694357109072], [128.07105003685228, 35.1724352050104], [128.0655594103126, 35.17246096493979]]",2154.0,58.3,338.0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0.0
953,1269,집현면,"[[128.12647508640512, 35.23978837798171], [128.12650975994842, 35.24429664809742], [128.1320051631056, 35.24426807504422], [128.13197018547393, 35.23975980967025], [128.12647508640512, 35.23978837798171]]",61.0,2.517241379,33.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
954,1270,금산면,"[[128.15897182513876, 35.18100578352561], [128.15900821797857, 35.18551406872491], [128.16449962576542, 35.18548406350449], [128.16446292972415, 35.1809757832883], [128.15897182513876, 35.18100578352561]]",7.0,6.915492958,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
971,1295,이반성면,"[[128.35077954294655, 35.14374286595361], [128.35082646324653, 35.14825097947653], [128.35631512259232, 35.14821231294345], [128.35626789970055, 35.14370420584483], [128.35077954294655, 35.14374286595361]]",15.0,1.630952381,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
970,1294,가좌동,"[[128.09291429671305, 35.15880461079916], [128.09294701465387, 35.16331296951422], [128.0984369995469, 35.163285974303875], [128.09840397872063, 35.15877762007336], [128.09291429671305, 35.15880461079916]]",23.0,24.4516129,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
969,1293,금곡면,"[[128.19146044607274, 35.12672272719038], [128.19149855640623, 35.131231022639966], [128.19698628044023, 35.13119958642922], [128.19694786772303, 35.12669129620399], [128.19146044607274, 35.12672272719038]]",10.0,1.632183908,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
968,1292,지수면,"[[128.2417063012573, 35.22110337677978], [128.24174732382332, 35.225611552249056], [128.24724133388582, 35.22557776234085], [128.24720000754053, 35.22106959248025], [128.2417063012573, 35.22110337677978]]",48.0,1.37254902,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
967,1291,정촌면,"[[128.12022577934542, 35.1406337925296], [128.12025998130378, 35.14514214196976], [128.1257487177517, 35.145113921709594], [128.125714213185, 35.140605576958556], [128.12022577934542, 35.1406337925296]]",55.0,4.276923077,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
966,1290,금곡면,"[[128.16969526139465, 35.14938751270797], [128.16973220316848, 35.15389581166951], [128.17522147361726, 35.15386534398428], [128.17518422911647, 35.14935705008468], [128.16969526139465, 35.14938751270797]]",193.0,4.13253012,85.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
965,1289,금산면,"[[128.14824026377477, 35.21262303125009], [128.1482761058759, 35.217131302527335], [128.15376965408063, 35.217101760907646], [128.1537335083029, 35.21259349453454], [128.14824026377477, 35.21262303125009]]",3916.0,6.915492958,771.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
964,1288,미천면,"[[128.11039537370792, 35.29397177125458], [128.110429225058, 35.29848001461585], [128.11592830550572, 35.29845213462694], [128.1158941492509, 35.29394389588926], [128.11039537370792, 35.29397177125458]]",0.0,1.901639344,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
963,1287,수곡면,"[[127.92843362606914, 35.20007481612459], [127.92845730404476, 35.20458325977105], [127.93395020703564, 35.20456369873012], [127.93392622552699, 35.20005525833158], [127.92843362606914, 35.20007481612459]]",29.0,0.932773109,12.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0
962,1284,정촌면,"[[128.14207327849337, 35.126994427277836], [128.1421086672914, 35.131502767888605], [128.1475964650814, 35.13147356782193], [128.14756077388338, 35.1269652320639], [128.14207327849337, 35.126994427277836]]",0.0,4.276923077,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
961,1282,금곡면,"[[128.1752587263894, 35.15837363448824], [128.17529598743474, 35.16288192159635], [128.1807858552641, 35.162851195037184], [128.18074829135915, 35.15834291303344], [128.1752587263894, 35.15837363448824]]",0.0,4.13253012,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
960,1280,금산면,"[[128.1646097627933, 35.1990088837768], [128.16464649144336, 35.20351715040816], [128.17013910455262, 35.20348687612704], [128.17010207243356, 35.198978614522304], [128.1646097627933, 35.1990088837768]]",11.0,6.915492958,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
959,1278,지수면,"[[128.27488272119902, 35.2434376038569], [128.27492561400496, 35.24794572800422], [128.28042108783694, 35.247910412958326], [128.28037789092676, 35.24340229467114], [128.27488272119902, 35.2434376038569]]",29.0,1.37254902,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
935,1247,명석면,"[[128.00538537024136, 35.20879512255316], [128.00541330997274, 35.21330351019826], [128.0109067394981, 35.21328045327419], [128.01087849611667, 35.208772069457005], [128.00538537024136, 35.20879512255316]]",0.0,1.79245283,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
957,1276,명석면,"[[128.03852269891493, 35.235703199637285], [128.0385525002049, 35.240211543376816], [128.04404771434952, 35.24018696658861], [128.04401760901334, 35.235678626927886], [128.03852269891493, 35.235703199637285]]",21.0,1.79245283,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
956,1274,내동면,"[[128.05991427385598, 35.149944552244015], [128.05994516073054, 35.15445294376888], [128.06543458248944, 35.15442744964023], [128.06540339285453, 35.14991906235105], [128.05991427385598, 35.149944552244015]]",0.0,1.2125,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
955,1272,상대동,"[[128.10402699264728, 35.17678375910673], [128.10406034596994, 35.18129209525323], [128.10955152833014, 35.18126458424132], [128.1095178718562, 35.176756252664], [128.10402699264728, 35.17678375910673]]",3425.0,56.0,846.0,1,1,11,1,1,0,0,0,0,0,0,0,0,0,0.0
936,1248,대평면,"[[127.98858207811516, 35.15476173637677], [127.98860903495896, 35.15927017582626], [127.9940988434943, 35.15924791103252], [127.99407158380444, 35.154739475282], [127.98858207811516, 35.15476173637677]]",0.0,2.740740741,0.0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0.0
930,1241,판문동,"[[128.0436568659402, 35.18157828685562], [128.04368689116095, 35.186086667149624], [128.04917845453394, 35.186061890296656], [128.04914812607743, 35.18155351411752], [128.0436568659402, 35.18157828685562]]",9.0,15.02857143,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
934,1246,금곡면,"[[128.19123196170497, 35.0996728831808], [128.19127002129542, 35.104181199004294], [128.19675593203388, 35.10414979413116], [128.19671757046225, 35.09964148352862], [128.19123196170497, 35.0996728831808]]",94.0,1.632183908,50.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
903,1202,사봉면,"[[128.24162428344752, 35.21208701562482], [128.24166528779938, 35.216595197904965], [128.24715869037075, 35.21656141921351], [128.24711738237446, 35.21205324254082], [128.24162428344752, 35.21208701562482]]",6.0,1.913793103,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0
911,1214,금산면,"[[128.13169064385565, 35.20369356447258], [128.13172555940665, 35.208201857001626], [128.1372185239923, 35.20817307269663], [128.1371833048943, 35.203664784946575], [128.13169064385565, 35.20369356447258]]",103.0,6.915492958,16.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
910,1213,미천면,"[[128.1268569191781, 35.28937916251224], [128.12689167751822, 35.293887395275284], [128.13239043010717, 35.293858770028905], [128.1323553669351, 35.289350542013274], [128.1268569191781, 35.28937916251224]]",21.0,1.901639344,17.0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0.0
909,1211,내동면,"[[128.0269794181974, 35.15009226996328], [128.02700848847886, 35.15460068603463], [128.0324979503868, 35.1545766840555], [128.0324685773362, 35.15006827197195], [128.0269794181974, 35.15009226996328]]",7.0,1.2125,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
908,1210,집현면,"[[128.09350433268486, 35.239954549107225], [128.0935371816628, 35.244462846803906], [128.09903263000882, 35.24443577078843], [128.0989994769325, 35.239927477585084], [128.09350433268486, 35.239954549107225]]",41.0,2.517241379,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
907,1209,수곡면,"[[127.9338303527291, 35.182021462963], [127.93385431294541, 35.18652991687093], [127.9393459968872, 35.18651011982052], [127.9393217334085, 35.18200166920046], [127.9338303527291, 35.182021462963]]",18.0,0.932773109,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
906,1207,사봉면,"[[128.27436874973583, 35.18933984814661], [128.27441152840217, 35.19384801320383], [128.27990335743496, 35.1938127684374], [128.27986027547345, 35.189304609232664], [128.27436874973583, 35.18933984814661]]",0.0,1.913793103,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
905,1205,이반성면,"[[128.33482111044367, 35.193446625302066], [128.3348672354793, 35.197954720292735], [128.34035925890527, 35.19791673015619], [128.3403128305312, 35.19340864147345], [128.33482111044367, 35.193446625302066]]",6.0,1.630952381,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
904,1204,충무공동,"[[128.13148131328973, 35.17664373804132], [128.13151618235213, 35.18115205092855], [128.13700732666638, 35.18112329528966], [128.13697215446106, 35.17661498717831], [128.13148131328973, 35.17664373804132]]",11.0,39.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
902,1199,수곡면,"[[127.94491140840078, 35.200015395376944], [127.94493599697192, 35.20452382915553], [127.95042888378254, 35.204503520623454], [127.95040399168194, 35.19999509021691], [127.94491140840078, 35.200015395376944]]",0.0,0.932773109,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
933,1245,집현면,"[[128.12644042056039, 35.23528010447146], [128.12647508640512, 35.23978837798171], [128.13197018547393, 35.23975980967025], [128.13193521560834, 35.23525154090122], [128.12644042056039, 35.23528010447146]]",86.0,2.517241379,33.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
901,1198,사봉면,"[[128.30204785609217, 35.211701806667676], [128.30209220041883, 35.21620992499056], [128.3075854983739, 35.216173404868165], [128.30754085042594, 35.211665292607776], [128.30204785609217, 35.211701806667676]]",0.0,1.913793103,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
900,1197,내동면,"[[128.04347685456523, 35.15452793401615], [128.04350683980775, 35.15903633461647], [128.04899658477578, 35.15901158244598], [128.0489662967012, 35.154503185957836], [128.04347685456523, 35.15452793401615]]",0.0,1.2125,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
899,1196,지수면,"[[128.21451434434397, 35.252825907970916], [128.21455390943422, 35.257334087039574], [128.22005009278652, 35.25730150587567], [128.22001022343463, 35.252793332212924], [128.21451434434397, 35.252825907970916]]",10.0,1.37254902,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
898,1194,금곡면,"[[128.17466367357943, 35.08624057905697], [128.17470080247222, 35.09074892047506], [128.18018583260812, 35.09071827551931], [128.18014840192973, 35.08620993919674], [128.17466367357943, 35.08624057905697]]",48.0,1.632183908,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
897,1192,내동면,"[[128.0324685773362, 35.15006827197195], [128.0324979503868, 35.1545766840555], [128.03798740577136, 35.154552433382364], [128.037957729953, 35.150044025327915], [128.0324685773362, 35.15006827197195]]",112.0,1.2125,59.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
896,1191,일반성면,"[[128.27394148511632, 35.144258010174056], [128.27398416889702, 35.148766209301115], [128.27947296800588, 35.148731023030976], [128.27942998160262, 35.14422282975007], [128.27394148511632, 35.144258010174056]]",30.0,3.188679245,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
895,1190,금산면,"[[128.1482761058759, 35.217131302527335], [128.14831195593683, 35.221639570408904], [128.15380580788556, 35.22161002388454], [128.15376965408063, 35.217101760907646], [128.1482761058759, 35.217131302527335]]",2855.0,6.915492958,427.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
894,1189,명석면,"[[128.02744531824163, 35.222226521109256], [128.02747449199325, 35.226734883039185], [128.03296880736204, 35.22671081719657], [128.0329393297637, 35.222202459261354], [128.02744531824163, 35.222226521109256]]",25.0,1.79245283,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
912,1216,집현면,"[[128.0879441130641, 35.230964756690476], [128.08797664349171, 35.235473065621], [128.09347149100043, 35.235446248018995], [128.09343865660787, 35.23093794353942], [128.0879441130641, 35.230964756690476]]",19.0,2.517241379,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
913,1219,충무공동,"[[128.13690183347705, 35.16759836077719], [128.1369369900652, 35.17210667567409], [128.1424275203533, 35.172077680747094], [128.14239206075854, 35.16756937066635], [128.13690183347705, 35.16759836077719]]",1848.0,39.8,142.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0
914,1220,진성면,"[[128.21933379721509, 35.1761538592159], [128.21937351634847, 35.18066209072869], [128.22486452760717, 35.180629352481496], [128.22482450536023, 35.17612112640595], [128.21933379721509, 35.1761538592159]]",78.0,1.607594937,34.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
915,1221,금산면,"[[128.13704250668277, 35.185631600007945], [128.13707769451207, 35.19013990133298], [128.14256943749942, 35.19011088713609], [128.14253394639434, 35.18560259062932], [128.13704250668277, 35.185631600007945]]",29.0,6.915492958,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
932,1243,상평동,"[[128.1259559061333, 35.17216391900894], [128.12599046437626, 35.176672240022526], [128.13148131328973, 35.17664373804132], [128.13144645196945, 35.17213542176175], [128.1259559061333, 35.17216391900894]]",75.0,32.45454545,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
931,1242,금곡면,"[[128.1477750400041, 35.15401519572852], [128.1478107787874, 35.158523511131776], [128.15330038445077, 35.158494033224464], [128.15326434286612, 35.15398572271843], [128.1477750400041, 35.15401519572852]]",84.0,4.13253012,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
973,1297,금곡면,"[[128.16906850472427, 35.0727459111013], [128.16910530730377, 35.07725426774957], [128.17458944052433, 35.077223886042844], [128.17455233635835, 35.072715534447234], [128.16906850472427, 35.0727459111013]]",0.0,1.632183908,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
929,1239,금곡면,"[[128.1915748024662, 35.140247603349906], [128.19161293819639, 35.144755888609865], [128.19710156978442, 35.14472443672268], [128.19706313146904, 35.140216156688766], [128.1915748024662, 35.140247603349906]]",13.0,4.13253012,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
928,1237,대곡면,"[[128.16545658858485, 35.30269815659067], [128.16549350529579, 35.30720634504903], [128.17099311682108, 35.307175955004496], [128.17095589508747, 35.30266777158536], [128.16545658858485, 35.30269815659067]]",31.0,2.068181818,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
927,1236,일반성면,"[[128.26870740730985, 35.17134212054378], [128.26874984496874, 35.175850305039916], [128.2742404707164, 35.17581533252853], [128.27419773002944, 35.171307153841], [128.26870740730985, 35.17134212054378]]",0.0,3.188679245,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
926,1235,금산면,"[[128.1371480936161, 35.199156493802484], [128.1371833048943, 35.203664784946575], [128.14267595811322, 35.20363575629178], [128.1426404433571, 35.19912746996752], [128.1371480936161, 35.199156493802484]]",36.0,6.915492958,17.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
925,1234,남성동,"[[128.07663616901945, 35.18593427134515], [128.07666802070437, 35.19044262294197], [128.08215984594815, 35.19041634785802], [128.0821276909693, 35.18590800062461], [128.07663616901945, 35.18593427134515]]",76.0,55.16666667,30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
924,1233,수곡면,"[[127.91763312222707, 35.23618068992343], [127.91765623415526, 35.24068911292214], [127.92315157830649, 35.24067002487865], [127.92312816230331, 35.23616160504788], [127.91763312222707, 35.23618068992343]]",12.0,0.932773109,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
923,1230,지수면,"[[128.25261047212996, 35.212019220270285], [128.25265208376865, 35.21652739129414], [128.25814546792566, 35.216493114148236], [128.25810355264662, 35.21198494881456], [128.25261047212996, 35.212019220270285]]",19.0,1.37254902,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
922,1229,금곡면,"[[128.185897425247, 35.11773729831066], [128.18593521640736, 35.122245605734264], [128.19142234420107, 35.12221442834468], [128.19138425078935, 35.117706126103], [128.185897425247, 35.11773729831066]]",7.0,1.632183908,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
921,1228,수곡면,"[[127.91200133621614, 35.20914889766475], [127.91202411369969, 35.21365734405369], [127.91751763953933, 35.21363852426223], [127.91749455838449, 35.20913008099778], [127.91200133621614, 35.20914889766475]]",0.0,0.932773109,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
920,1227,사봉면,"[[128.2633435071276, 35.18490139900962], [128.26338566983392, 35.1894095790544], [128.2688772145002, 35.18937483808766], [128.26883474856186, 35.18486666381205], [128.2633435071276, 35.18490139900962]]",78.0,1.913793103,43.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
919,1226,금곡면,"[[128.1753705343523, 35.17189848562426], [128.17540782022817, 35.176406762543664], [128.18089859703986, 35.1763760206681], [128.18086100810262, 35.171867748854716], [128.1753705343523, 35.17189848562426]]",0.0,4.13253012,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
918,1225,호탄동,"[[128.11487298048345, 35.15869515556146], [128.11490690995615, 35.163203496090404], [128.1203968651118, 35.16317550582875], [128.12036263276025, 35.15866716994964], [128.11487298048345, 35.15869515556146]]",691.0,24.4516129,92.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
917,1224,지수면,"[[128.2802051991718, 35.22536978741556], [128.28024835773192, 35.22987791934508], [128.28574260596747, 35.229842378392085], [128.28569914357513, 35.22533425236152], [128.2802051991718, 35.22536978741556]]",77.0,1.37254902,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
