읍면동,경로당명,도로명주소,신고일자,대지면적,건물면적,기준일자,위도,경도
집현면,지내경로당,경상남도 진주시 집현면 지내길117번길 2,1978-01-05,218,143.62,2023-05-01,35.2470003,128.0788405
집현면,평방경로당,경상남도 진주시 집현면 응석로 95,2009-06-26,188,66.92,2023-05-01,35.2685309,128.0710476
집현면,평촌경로당,경상남도 진주시 집현면 남강로 2042-4,2005-07-27,529,89.4,2023-05-01,35.2392226,128.1360683
집현면,현동경로당,경상남도 진주시 집현면 지내길 217,1997-09-30,403,90.57,2023-05-01,35.2438822,128.0881973
집현면,혈암경로당,경상남도 진주시 집현면 진산로 1034,1995-08-09,1070,157.41,2023-05-01,35.2597131,128.0721707
미천면,개심경로당,경상남도 진주시 미천면 향양로 666(2층),2000-06-13,252.21,192.96,2023-05-01,35.2892042,128.1064702
미천면,기전경로당,경상남도 진주시 미천면 상미로 303,1997-04-01,156,100.8,2023-05-01,35.3327501,128.1288831
미천면,내리실경로당,경상남도 진주시 미천면 진산로1623번길 12,2005-11-18,200,66.78,2023-05-01,35.3064012,128.0782075
미천면,내인경로당,경상남도 진주시 미천면 오방로 1099-4(2층),1996-02-26,461,190.54,2023-05-01,35.3169489,128.0904797
미천면,대곡경로당,경상남도 진주시 미천면 상미로 469,1994-11-23,403,193.37,2023-05-01,35.3407489,128.1427535
미천면,덕진경로당,경상남도 진주시 미천면 널방재길195번길 31,1996-02-26,289,100.8,2023-05-01,35.2993776,128.1474949
미천면,동향경로당,경상남도 진주시 미천면 향양로788번길 4,2002-12-17,212,79.05,2023-05-01,35.2980287,128.0989558
미천면,미곡경로당,경상남도 진주시 미천면 상미로 71,1970-04-20,357,104.8,2023-05-01,35.3171306,128.1145725
미천면,반지경로당,경상남도 진주시 미천면 향양로 448,1996-03-14,186,146,2023-05-01,35.2720436,128.1145827
미천면,북동경로당,경상남도 진주시 미천면 오방로1088번길 42,2006-03-16,179,104.8,2023-05-01,35.3197049,128.094889
미천면,삭성경로당,경상남도 진주시 미천면 향양로365번길 24,2010-04-12,201,67.33,2023-05-01,35.2654227,128.1141878
미천면,성호경로당,경상남도 진주시 미천면 오방로311번길 6(1층),2006-08-24,234,91.66,2023-05-01,35.2735087,128.1290921
미천면,신촌경로당,경상남도 진주시 미천면 상미로 198,1994-07-28,262,84.2,2023-05-01,35.3243136,128.1244739
미천면,어옥경로당,경상남도 진주시 미천면 어옥로 178(2층중 1층사용),1984-04-10,1263,148,2023-05-01,35.3047745,128.1361687
미천면,오방경로당,경상남도 진주시 미천면 오방로 711(2층중 1층 사용),1995-06-22,575,192.96,2023-05-01,35.2982516,128.1173178
미천면,임곡경로당,경상남도 진주시 미천면 안간길 70,1997-10-15,321,100.8,2023-05-01,35.3169599,128.0833223
미천면,장죽경로당,경상남도 진주시 미천면 향양로 576-1,1998-04-24,465,196.62,2023-05-01,35.2820216,128.1103987
미천면,점촌경로당,경상남도 진주시 미천면 오방로 552,1997-10-15,46,100.8,2023-05-01,35.2896843,128.1304002
미천면,정별경로당,경상남도 진주시 미천면 오방로371번길 27,2009-03-26,201,51.39,2023-05-01,35.2764978,128.1254302
미천면,정성경로당,경상남도 진주시 미천면 오방로441번길 13,1998-02-04,239,148,2023-05-01,35.2833518,128.1215781
미천면,정촌경로당,경상남도 진주시 미천면 효자길23번길 8,2008-12-29,252,59,2023-05-01,35.3322829,128.0812296
미천면,정호경로당,경상남도 진주시 미천면 오방로199번길 49(2층중 1층 사용),1996-02-26,325,146,2023-05-01,35.2651682,128.129456
명석면,가화경로당,경상남도 진주시 명석면 가화로 393,1997-12-04,188,83.25,2023-05-01,35.2156195,127.9996691
명석면,계원경로당,경상남도 진주시 명석면 광제산로 650,1997-01-20,476,99.4,2023-05-01,35.2704605,128.0438572
명석면,계원갈전경로당,경상남도 진주시 명석면 관덕길261번길 9,2005-12-28,165,64.8,2023-05-01,35.2611957,128.0394664
명석면,관지경로당,경상남도 진주시 명석면 관덕길28번길 1,1993-02-15,488,163.8,2023-05-01,35.2504802,128.0387545
명석면,나불경로당,경상남도 진주시 명석면 나불로 277-9(2층),2003-08-26,260,101.6,2023-05-01,35.2155004,128.0414703
명석면,남성경로당,경상남도 진주시 명석면 남성로 443,1997-03-24,218,105,2023-05-01,35.268152,128.0499388
명석면,내율경로당,경상남도 진주시 명석면 외율길207번길 7-1,1998-09-19,106,63,2023-05-01,35.2915085,128.0056729
명석면,덕곡경로당,경상남도 진주시 명석면 관덕길126번길 5,1998-08-20,155,84.87,2023-05-01,35.2554815,128.0315433
명석면,동신A경로당,경상남도 진주시 명석면 광제산로 11-21(동신A),1993-07-08,183.64,119.2,2023-05-01,35.2171084,128.0410737
명석면,동전경로당,경상남도 진주시 명석면 광제산로833번길 8,1997-11-24,548,95.55,2023-05-01,35.2824361,128.0326389
명석면,비실경로당,경상남도 진주시 명석면 진주대로1706번길 153,2006-06-13,495,83.28,2023-05-01,35.2307075,128.030052
명석면,삭평경로당,경상남도 진주시 명석면 광제산로108번길 5,2007-02-28,470,74.7,2023-05-01,35.2255334,128.0425073
명석면,서현경로당,경상남도 진주시 명석면 가화로 605,1997-03-17,283,88.2,2023-05-01,35.2324498,127.9943197
명석면,시목경로당,경상남도 진주시 명석면 진주대로2122번길 7-5,2004-05-25,294.7,99.22,2023-05-01,35.241476,127.9963343
명석면,신기경로당,경상남도 진주시 명석면 광제산로 936,2005-02-05,224,83.11,2023-05-01,35.2909121,128.0305616
명석면,신촌경로당,경상남도 진주시 명석면 광제산로 283,1997-03-24,319,102.03,2023-05-01,35.2394123,128.0448172
명석면,신촌정자경로당,경상남도 진주시 명석면 남성로 33-5,2008-09-18,296,57.3,2023-05-01,35.2370893,128.0483852
명석면,오미경로당,경상남도 진주시 명석면 진주대로 2132-7,2002-01-31,325,97.5,2023-05-01,35.2421641,127.995452
명석면,오미이주경로당,경상남도 진주시 명석면 진주대로2143번길 2-15,2004-12-27,542.1,123.9,2023-05-01,35.2434496,127.9936993
명석면,왕지경로당,경상남도 진주시 명석면 남성로128번길 30,2002-11-19,219,93.9,2023-05-01,35.2431355,128.05261
명석면,왕지동성경로당,경상남도 진주시 명석면 한치골길230번길 36-1,2008-01-04,605,82.98,2023-05-01,35.2391613,128.054339
명석면,외율경로당,경상남도 진주시 명석면 외율길 37,1996-01-08,716,324.69,2023-05-01,35.28104,127.9952267
명석면,용산경로당,경상남도 진주시 명석면 진주대로1859번길 5,1997-11-25,560,104.37,2023-05-01,35.22764,128.0185998
명석면,우수경로당,경상남도 진주시 명석면 진주대로1807번길 17,2001-02-23,184,92.08,2023-05-01,35.2241331,128.0227099
명석면,우수새마을경로당,경상남도 진주시 명석면 판문로575번길 26(2층),2006-01-17,653,81.24,2023-05-01,35.2170744,128.0286118
명석면,장흥경로당,경상남도 진주시 명석면 남성로689번길 99,1994-11-09,353,70,2023-05-01,35.2892877,128.0561142
명석면,조비경로당,경상남도 진주시 명석면 진주대로1706번길 23(2층),1997-05-30,494,247.08,2023-05-01,35.2208964,128.0324542
명석면,추동경로당,경상남도 진주시 명석면 남성로 217,2005-03-22,281,54,2023-05-01,35.2516392,128.0544225
명석면,토담경로당,경상남도 진주시 명석면 관덕길187번길 24-2,2007-09-21,218,83.26,2023-05-01,35.2620883,128.0315786
명석면,팔미경로당,경상남도 진주시 명석면 팔미길13번길 25-8,1996-12-23,301,91.76,2023-05-01,35.2579898,127.9974316
명석면,홍지경로당,경상남도 진주시 명석면 광제산로 743,1987-10-11,661,86.84,2023-05-01,35.2768455,128.0392665
대평면,내촌경로당,경상남도 진주시 대평면 호반로486번길 21,2003-12-02,248,85.35,2023-05-01,35.1656711,127.9889116
대평면,당촌경로당,경상남도 진주시 대평면 호반로 736,2006-02-03,231,76.05,2023-05-01,35.1787951,127.9727081
대평면,대평경로당,경상남도 진주시 대평면 한들길42번길 15,1955-04-18,820.2,110.9,2023-05-01,35.2328049,127.9619219
대평면,사평경로당,경상남도 진주시 대평면 호반로 789-15,1968-03-05,64279,52.89,2023-05-01,35.182134,127.9697722
대평면,신풍경로당,경상남도 진주시 대평면 신풍길 201,2005-09-02,466,73.98,2023-05-01,35.2005241,127.9950706
대평면,하촌경로당,경상남도 진주시 대평면 호반로 975-34,2006-09-12,871,78.84,2023-05-01,35.1977241,127.9638523
수곡면,광명경로당,경상남도 진주시 수곡면 원외길22번길 17,1993-02-15,317,219.96,2023-05-01,35.1594225,127.9533405
수곡면,구태경로당,경상남도 진주시 수곡면 사곡로213번길 42,2004-02-09,142,56.58,2023-05-01,35.2164104,127.9110865
수곡면,대각경로당,경상남도 진주시 수곡면 곤수로 1254,1998-12-16,121,163.53,2023-05-01,35.2228148,127.9323674
수곡면,대우경로당,경상남도 진주시 수곡면 사곡로489번길 17,2002-08-13,201,71.64,2023-05-01,35.2405436,127.9153212
수곡면,대천경로당,경상남도 진주시 수곡면 옥수로 649-1(1층),1986-04-28,676,75.6,2023-05-01,35.1984468,127.9304838
수곡면,덕곡경로당,경상남도 진주시 수곡면 사곡로90번길 11,2000-02-17,233,85,2023-05-01,35.2127056,127.9262921
수곡면,도량경로당,경상남도 진주시 수곡면 시묘산길 339,1994-12-29,69,67.2,2023-05-01,35.2111896,127.899993
수곡면,동월경로당,경상남도 진주시 수곡면 덕천로 574,1997-11-14,224,87.9,2023-05-01,35.2212841,127.8946981
수곡면,문정경로당,경상남도 진주시 수곡면 원창길336번길 8,2000-12-14,234,87.9,2023-05-01,35.1799374,127.9273096
수곡면,사곡경로당,경상남도 진주시 수곡면 사곡로128번길 20,1997-11-14,337,230.42,2023-05-01,35.2158943,127.9227624
수곡면,사방경로당,경상남도 진주시 수곡면 시묘산길 96,2000-01-12,204,59.49,2023-05-01,35.2016853,127.9212094
수곡면,서촌경로당,경상남도 진주시 수곡면 원창길4번길 37,2005-09-22,253,93.91,2023-05-01,35.1684751,127.9498985
수곡면,신촌경로당,경상남도 진주시 수곡면 원창길 93,1997-11-14,218,93.81,2023-05-01,35.1645752,127.944757
수곡면,요산경로당,경상남도 진주시 수곡면 곤수로898번길 3,2003-01-20,130,59.14,2023-05-01,35.1942783,127.9382441
수곡면,원계경로당,경상남도 진주시 수곡면 덕천로504번길 6,1997-11-14,140,87.9,2023-05-01,35.2156839,127.8957696
수곡면,원내경로당,경상남도 진주시 수곡면 곤수로 599-1,2005-12-01,693,80.5,2023-05-01,35.1712314,127.951869
수곡면,원당경로당,경상남도 진주시 수곡면 곤수로 556,1978-03-11,225,33.06,2023-05-01,35.167837,127.9541016
수곡면,원동경로당,경상남도 진주시 수곡면 곤수로514번길 60,1997-11-14,808,95.52,2023-05-01,35.1657123,127.960754
수곡면,원외경로당,경상남도 진주시 수곡면 원외길123번길 3,2001-09-25,307,156,2023-05-01,35.1579518,127.9456478
수곡면,월계경로당,경상남도 진주시 수곡면 곤수로1407번길 40,1998-12-16,322,88.44,2023-05-01,35.2352884,127.9319528
수곡면,자매경로당,경상남도 진주시 수곡면 사곡로 699,1995-03-06,545,219.18,2023-05-01,35.2448023,127.9326615
수곡면,조계경로당,경상남도 진주시 수곡면 덕천로268번길 16,1998-12-16,598,94.25,2023-05-01,35.1967452,127.8988504
수곡면,중전경로당,경상남도 진주시 수곡면 중전길 192,2006-02-10,175,67.2,2023-05-01,35.1942853,127.953019
수곡면,직금경로당,경상남도 진주시 수곡면 옥수로555번길 7(1층),2008-10-02,629,68.28,2023-05-01,35.1917789,127.9240637
수곡면,창촌경로당,경상남도 진주시 수곡면 옥수로 461,1997-11-14,2172,92.71,2023-05-01,35.1837563,127.9215676
수곡면,효남경로당,경상남도 진주시 수곡면 곤수로 725,1997-11-14,230,68.4,2023-05-01,35.179529,127.9436193
수곡면,효동경로당,경상남도 진주시 수곡면 곤수로865번길 66,2005-01-19,200,67.86,2023-05-01,35.1886231,127.933778
천전동,강남경로당,경상남도 진주시 진주대로929번길 10-3(강남동),1998-04-06,149,80,2023-05-01,35.1825339,128.0884724
천전동,금호석류마을경로당,"경상남도 진주시 강남로 45(주약동,금호석류마을)",2001-05-15,120,120,2023-05-01,35.1727313,128.0952705
천전동,남가람경로당,경상남도 진주시 강남로255번길 9-11(칠암동),1998-08-20,137.8,78.07,2023-05-01,35.187461,128.0898414
천전동,남강경로당,경상남도 진주시 동진로49번길 12(칠암동),2007-03-30,123.5,75.96,2023-05-01,35.1800356,128.0964314
천전동,남부경로당,경상남도 진주시 강남로177번길 14-6(칠암동),1989-05-13,222.5,134.12,2023-05-01,35.1840702,128.0936672
천전동,대경강남타운경로당,"경상남도 진주시 진주대로891번길 16(강남동,대경강남타운)",2001-08-25,40,39.69,2023-05-01,35.1803252,128.0896554
천전동,대덕A경로당,"경상남도 진주시 진주대로942번길 16(칠암동,칠암대덕A)",2007-12-24,70,70,2023-05-01,35.1843819,128.0901074
천전동,동성가든타워경로당,"경상남도 진주시 진주대로 901,1층(강남동,동성가든타워)",1996-04-17,78.38,78.38,2023-05-01,35.1809146,128.0893276
천전동,동신경로당,"경상남도 진주시 망진산길 32(망경동,망경동신A)",2010-10-04,77.805,77.805,2023-05-01,35.180083,128.081384
천전동,망경경로당,경상남도 진주시 봉수대길5번길 3(망경동),1990-10-26,93,231.22,2023-05-01,35.1816719,128.0827226
천전동,삼환나우빌A경로당,"경상남도 진주시 진주대로829번길 21(주약동,삼환나우빌)",2013-10-18,90.5,73.7,2023-05-01,35.1739651,128.0916713
천전동,이화경로당,"경상남도 진주시 망경남길 31(망경동,이화A)",2009-01-13,49.3,63.7,2023-05-01,35.1808362,128.0841134
천전동,제일경로당,경상남도 진주시 망경로295번길 8-1(강남동),2006-03-03,155,92.25,2023-05-01,35.1861246,128.0852357
천전동,주경경로당,경상남도 진주시 천수로 126-3,1990-10-26,117,69.82,2023-05-01,35.1765981,128.0870635
천전동,주동경로당,경상남도 진주시 진주대로829번길 6-7(주약동),2001-10-19,175,87.84,2023-05-01,35.1747547,128.0923858
천전동,주약경로당,경상남도 진주시 주약약골길 25-4(주약동),1989-05-13,102.73,102.73,2023-05-01,35.1705497,128.0894926
천전동,주약한보은빛마을경로당,"경상남도 진주시 진주대로 789(주약동,주약한보은빛마을)",2002-06-03,84,83.22,2023-05-01,35.1941905,128.0630755
천전동,주약현대아파트경로당,"경상남도 진주시 진주대로815번길 11,1층(주약동,주약현대A)",2002-06-03,135,135,2023-05-01,35.1720664,128.0929171
천전동,천전경로당,경상남도 진주시 천수로237번길 7-8(망경동),1989-05-13,331,120.94,2023-05-01,35.1832863,128.0787238
천전동,칠암경로당,경상남도 진주시 동진로50번길 9-2(칠암동)남 동진로50번길 9-3(칠암동)여,1989-05-13,255,91.61,2023-05-01,35.17825,128.0969197
천전동,한보타운경로당,"경상남도 진주시 망경로 234-7,1층(망경동,망경한보A)",1998-06-02,110,100.44,2023-05-01,35.18213,128.0803574
천전동,한주럭키타운경로당,"경상남도 진주시 진주대로 859(주약동,한주럭키타운A)",1992-06-29,74,74,2023-05-01,35.1763912,128.0908598
천전동,한주한보타운경로당,"경상남도 진주시 망경로296번길 17(강남동,한주한보타운)",1996-05-29,39,38.7,2023-05-01,35.1841162,128.0867033
성북동,남성경로당,"경상남도 진주시 진양호로428번길 3-1,2층(인사동)",1989-05-13,143.5,52.02,2023-05-01,35.189238,128.0736035
성북동,봉곡경로당,경상남도 진주시 북장대로60번길 13(봉곡동),1999-02-03,168.5,103.17,2023-05-01,35.1956807,128.0746984
성북동,서부경로당,경상남도 진주시 남강로 629-7(본성동),1989-05-13,155,194.37,2023-05-01,35.1911505,128.0801564
성북동,오죽경로당,경상남도 진주시 북장대로35번길 12(봉곡동),2010-09-27,149.8,87.28,2023-05-01,35.1931666,128.0730692
성북동,인사경로당,경상남도 진주시 촉석로 70-2(인사동),2012-04-03,196.7,75.6,2023-05-01,35.1915318,128.0705497
성북동,일심경로당,경상남도 진주시 진양호로428번길 3-1(인사동),1989-05-13,143.5,52.02,2023-05-01,35.189238,128.0736035
성북동,중안경로당,경상남도 진주시 비봉로39번길 2-4(중안동),2009-02-17,140.1,129.5,2023-05-01,35.1942119,128.0803361
중앙동,남강한주아파트경로당,"경상남도 진주시 남강로736번길 6-3,3층(옥봉동,남강한주타운)",2004-01-29,82.6,82.6,2023-05-01,35.1907071,128.0914631
중앙동,대림A경로당,"경상남도 진주시 향교로115번길 10(옥봉동,대림A)",2006-03-23,49.62,49.62,2023-05-01,35.1958615,128.0939606
중앙동,봉래경로당,경상남도 진주시 의병로229번길 6-2(봉래동),1989-05-13,182,154,2023-05-01,35.2008665,128.0832842
중앙동,수정경로당,경상남도 진주시 촉석로217번길 16-5(수정동),1989-05-13,1209.6,216.79,2023-05-01,35.1973145,128.0853046
중앙동,옥남경로당,경상남도 진주시 진양호로625번길 9(옥봉동),1989-06-27,282,129.1,2023-05-01,35.1923481,128.0926038
중앙동,옥봉금산경로당,"경상남도 진주시 향교로90번길 4,1.2층(옥봉동)",1998-12-09,136,137.83,2023-05-01,35.1974058,128.0907631
중앙동,옥수경로당,"경상남도 진주시 향교로109번길 41-2,2층(옥봉동)",2006-04-07,77,69.23,2023-05-01,35.1980879,128.0962955
중앙동,장대경로당,경상남도 진주시 장대로20번길 6-7(장대동),1989-05-13,159,121.64,2023-05-01,35.1937069,128.0894502
중앙동,진주경로당,경상남도 진주시 옥봉길 19(옥봉동) 도 문화재로 지정(제359호),1989-05-13,484,99.17,2023-05-01,35.1965882,128.0891604
상봉동,대룡골경로당,경상남도 진주시 상봉대룡길5번길 12-11(상봉동),2006-01-17,188,77.49,2023-05-01,35.2005589,128.067496
상봉동,목련경로당,"경상남도 진주시 창렬로 129, 2층(상봉동,상봉A)",1989-05-13,45.3,33,2023-05-01,35.1987366,128.0698722
상봉동,못안경로당,경상남도 진주시 진주성로199번길 11-5(상봉동),2006-06-30,178,85.86,2023-05-01,35.2051802,128.0730363
상봉동,봉양경로당,경상남도 진주시 북장대로108번길 4-1(상봉동),1989-05-13,326.9,132,2023-05-01,35.1994137,128.0721662
상봉동,상봉2A경로당,"경상남도 진주시 진주성로147번길 10(상봉동,상봉2주공A)",1999-07-22,80,80,2023-05-01,35.2032524,128.0732747
상봉동,상봉A경로당,"경상남도 진주시 창렬로 129, 2층(상봉동,상봉A)",1989-05-13,50,33,2023-05-01,35.1987366,128.0698722
상봉동,상봉동동경로당,경상남도 진주시 비봉로 102-5(상봉동),1989-05-13,106,80.55,2023-05-01,35.1996438,128.0790985
상봉동,상봉한주타운경로당,"경상남도 진주시 진주대로1208번길 16(상봉동,상봉한주타운)",1993-12-14,78.2,78.2,2023-05-01,35.1955581,128.0705363
상봉동,푸른마을경로당,"경상남도 진주시 상봉대룡길 37(상봉동,에스디푸른마을A)",2014-03-24,58,58,2023-05-01,35.2027745,128.0672555
상봉동,한마음경로당,경상남도 진주시 진주성로99번길 10-4(상봉동),1996-07-23,155,89.88,2023-05-01,35.1984345,128.0748311
상봉동,화인A경로당,"경상남도 진주시 상봉대룡길 18(상봉동,화인A)",1994-08-09,65,51.84,2023-05-01,35.2017801,128.0690096
상대동,모덕경로당,경상남도 진주시 모덕로64번길 10-3(상대동),2010-04-27,154,90.78,2023-05-01,35.1814192,128.104168
상대동,상대경로당,경상남도 진주시 모덕로 129(상대동),1989-05-13,90,120,2023-05-01,35.1839056,128.1115194
상대동,상대2동경로당,"경상남도 진주시 대신로275번길 16-3,1,2층(상대동)",1999-01-23,156.3,183.12,2023-05-01,35.1852401,128.1154932
상대동,상대한보A경로당,"경상남도 진주시 도동천로 120(상대동,상대한보타운)",2001-05-24,137.85,137.85,2023-05-01,35.1811832,128.1136683
상대동,진광경로당,"경상남도 진주시 선학산길29번길 15-5,1.2층(상대동)",2002-01-23,99,109.74,2023-05-01,35.186221,128.1093939
상대동,현대선학경로당,"경상남도 진주시 모덕로181번길 7(상대동,상대현대A)",1992-06-09,162,162,2023-05-01,35.1871197,128.113239
하대동,대영A경로당,"경상남도 진주시 말티고개로 102-5(하대동,하대대영A)",1996-04-17,60,40.5,2023-05-01,35.196122,128.1126212
하대동,도동대림A경로당,"경상남도 진주시 하대로40번길 4 (하대동,도동대림A)",1994-08-09,90,67.86,2023-05-01,35.1936745,128.1278132
하대동,뒷골경로당,경상남도 진주시 하대로34번길 18-25(하대동),2007-02-28,102,97,2023-05-01,35.1929877,128.1136278
하대동,모자경로당,경상남도 진주시 모덕로197번길 21(하대동),1989-05-13,185.95,80.66,2023-05-01,35.1898448,128.115451
하대동,삼전프라자A경로당,"경상남도 진주시 도동로 251(하대동,삼전프라자)",2000-06-23,35,25.49,2023-05-01,35.1927856,128.1212583
하대동,상대주공A경로당,"경상남도 진주시 상대로 101,2층(하대동,상대주공A)",1992-07-26,34.5,34.5,2023-05-01,35.1851558,128.1237423
하대동,일신아파트경로당,"경상남도 진주시 하대로34번길 10,2층(하대동,일신A)",2010-03-30,122.34,61.17,2023-05-01,35.1933832,128.1147
하대동,지동경로당,경상남도 진주시 말티고개로118번길 13(하대동),2009-10-12,285,74.64,2023-05-01,35.1953561,128.1141116
하대동,하대1동경로당,경상남도 진주시 모덕로233번길 20(하대동),2010-07-14,170.9,96.88,2023-05-01,35.190493,128.1195207
하대동,하대2동경로당,"경상남도 진주시 모덕로294번길 11-3,2층(하대동)",2009-06-11,146.9,127.82,2023-05-01,35.1881732,128.1263946
하대동,하대대림A경로당,"경상남도 진주시 도동천로 310(하대동,하대대림A)",1993-11-25,125.9,125.9,2023-05-01,35.1851755,128.1264525
하대동,하대본동경로당,경상남도 진주시 모덕로197번길 6(하대동),1989-05-13,127.3,136.73,2023-05-01,35.1890718,128.1155
하대동,하대삼전1차A경로당,"경상남도 진주시 남강로1467(하대동,하대삼전A)",2005-05-30,22.2,22.2,2023-05-01,35.1851755,128.1264525
하대동,하대주공A경로당,"경상남도 진주시 상대로 125, 상가2층(하대동,하대주공A)",1999-09-15,30,21.8,2023-05-01,35.1853129,128.1263726
하대동,하대한보3차A경로당,"경상남도 진주시 남강로 1399(하대동,하대한보A)",1997-11-18,45.45,45.45,2023-05-01,35.1855066,128.1282934
하대동,하대현대A경로당,"경상남도 진주시 하대로 142(하대동,현대A)",1997-03-24,190,190,2023-05-01,35.1920765,128.1263029
하대동,한보힐타워경로당,"경상남도 진주시 상대로143번길 11-2 (하대동,한보힐타워)",1997-11-18,21,21,2023-05-01,35.1592532,128.1106794
하대동,한보타워맨션경로당,"경상남도 진주시 모덕로306번길 2 (하대동,한보타워맨션)",1996-03-15,29.6,29.6,2023-05-01,35.1887894,128.1270286
상평동,대림A경로당,"경상남도 진주시 남강로 951(상평동,대림A)",1992-08-08,24.48,24.48,2023-05-01,35.1686276,128.1084522
상평동,동국제1강변타워경로당,"경상남도 진주시 큰들로66번길 12(상평동,동국제1강변타워)",2011-10-04,190,40,2023-05-01,35.1700841,128.1095746
상평동,동국제2강변타워경로당,"경상남도 진주시 돗골로19번길 12,2층(상평동,동국제2강변타워)",2010-07-14,100.78,62,2023-05-01,35.1701342,128.112021
상평동,동신A경로당,"경상남도 진주시 돗골로117번길 15(상평동,동신A)",2005-03-25,29.7,29.7,2023-05-01,35.1783077,128.1106779
상평동,상평동동경로당,경상남도 진주시 큰들로 184-1(상평동),1989-05-13,270.5,164.08,2023-05-01,35.1712988,128.1229558
상평동,상평동일스위트경로당,"경상남도 진주시 공단로 30(상평동,상평동일스위트)",2010-07-14,150,115,2023-05-01,35.1737253,128.1028688
상평동,상평서동경로당,"경상남도 진주시 남강로1117번길 20,1,2층(상평동)",1989-05-13,1656.3,125.73,2023-05-01,35.1695964,128.1144716
상평동,송림경로당,경상남도 진주시 솔밭로 76-1(상평동),1989-05-13,193.9,163.02,2023-05-01,35.1759131,128.1074194
상평동,진주센트럴자이A경로당,"경상남도 진주시 도동천로 48(상평동,진주센트럴자이A)",2014-09-22,105,105,2023-05-01,35.1777854,128.1056328
초장동,모퉁이마을경로당,경상남도 진주시 초전남로39번길2(초전동),2015-06-26,110,30.21,2023-05-01,35.1998511,128.1135291
초장동,일동A경로당,"경상남도 진주시 초전북로 20(초전동,초전일동A)",2001-04-10,25.35,25.35,2023-05-01,35.2077157,128.1093797
초장동,장재경로당,경상남도 진주시 진산로 339-2(장재동),1989-05-13,226.4,334.29,2023-05-01,35.215895,128.101388
초장동,중촌경로당,"경상남도 진주시 하촌로196번길 19-4,2층(하촌동)",1989-05-13,321,84.36,2023-05-01,35.2163689,128.081338
초장동,진주초장엠코타운경로당,"경상남도 진주시 초북로 77(초전동, 진주초장엠코타운더이스턴파크)",2016-06-07,129.29,129.29,2023-05-01,35.2135587,128.107521
초장동,천곡경로당,경상남도 진주시 장재새미길 21(장재동),1998-09-28,142,80.73,2023-05-01,35.2083713,128.0997257
초장동,청구A경로당,"경상남도 진주시 대신로475번길 16-5(초전동, 청구A)",2000-05-23,54.9,54.9,2023-05-01,35.202704,128.1136889
초장동,초남경로당,"경상남도 진주시 대신로475번길 7,2층(초전동)",1989-06-27,510.8,477.71,2023-05-01,35.2025556,128.1154409
초장동,초북경로당,경상남도 진주시 초전북로19번길 5-2(초전동)(변경전주소)(신주소)초전북로19번길 6(초전동)<2016.1.4.변경공문옴>,1994-11-05,183.48,60.55,2023-05-01,35.2077524,128.1085421
초장동,초전대림경로당,"경상남도 진주시 말띠고개로 113(초전동,초전대림A)",1996-09-14,67,66.15,2023-05-01,35.1993883,128.126049
초장동,초전푸르지오1단지경로당,"경상남도 진주시 초장로14번지 27(초전동,초전푸르지오1단지)",2010-07-14,198,198,2023-05-01,35.2032398,128.1223203
초장동,초전푸르지오2단지경로당,"경상남도 진주시 초장로14번길 29(초전동,초전푸르지오2단지)",2010-08-19,144.9,144.9,2023-05-01,35.2067984,128.1118284
초장동,초전현대A경로당,"경상남도 진주시 초전남로 46(초전동,현대A)",1997-11-27,82,82,2023-05-01,35.2005504,128.1142357
초장동,초전흥한A경로당,"경상남도 진주시 초전남로 30(초전동,초전흥한A)",2000-11-08,54,54,2023-05-01,35.199118,128.114787
초장동,하촌경로당,경상남도 진주시 하촌로96번길 49(하촌동),1989-05-13,508.05,81.63,2023-05-01,35.2164984,128.0901282
초장동,해모로루비채2단지경로당,"경상남도 진주시 초북로 88(초전동,초전해모루루비채2단지)",2015-06-01,120.47,120.47,2023-05-01,35.2147884,128.1078926
초장동,해모로루비채4단지경로당,"경상남도 진주시 초북로 55(초전동,초전해모루루비채4단지)",2015-01-08,134,134,2023-05-01,35.2120496,128.1096961
초장동,현대아파트1단지경로당,"경상남도 진주시 초전남로 60(초전동,현대A)",2007-03-14,80,80,2023-05-01,35.2016989,128.1138943
평거동,국제A경로당,"경상남도 진주시 석갑로 138(신안동,신안국제맨션)",2006-12-06,40,40,2023-05-01,35.1817859,128.0634863
평거동,그린타운경로당,"경상남도 진주시 석갑로156번길 19(신안동,그린타운)",2009-10-12,50,27,2023-05-01,35.1829611,128.0643888
평거동,대경그린파크경로당,"경상남도 진주시 순환로573번길 21(평거동,대경그린파크)",2014-04-11,48.15,48.15,2023-05-01,35.1731757,128.0577648
평거동,대화리네르빌경로당,"경상남도 진주시 순환로559번길 7(평거동,평거대화리네르빌)",2006-04-04,26,25.67,2023-05-01,35.1733307,128.0590849
평거동,덕곡경로당,경상남도 진주시 석갑로142번길 26(신안동),1989-05-13,293,100.43,2023-05-01,35.1826638,128.0657915
평거동,들말대경A경로당,"경상남도 진주시 석갑로53번길 10(평거동,들말대경A)",1998-08-20,113.25,113.25,2023-05-01,35.1761974,128.0634069
평거동,들말한보A경로당,"경상남도 진주시 평거로39번길 9,2층(평거동,들말한보A)",1998-04-17,65,64.21,2023-05-01,35.1734967,128.0633155
평거동,들말흥한A경로당,"경상남도 진주시 석갑로 45(평거동,들말흥한A)",1998-07-24,211.17,211.17,2023-05-01,35.176087,128.0661958
